"","lon","lat","name","club.to","club.from","transfer.fee","league"
"1",NA,NA,"Dominique Heintz","1. FC Köln","1.FC K'lautern",1.28,"Bundesliga"
"2",NA,NA,"Frederik Sörensen","1. FC Köln","Juventus",1.36,"Bundesliga"
"3",NA,NA,"Anthony Modeste","1. FC Köln","TSG Hoffenheim",3.83,"Bundesliga"
"4",NA,NA,"Leonardo Bittencourt","1. FC Köln","Hannover 96",2.13,"Bundesliga"
"5",NA,NA,"Filip Mladenovic","1. FC Köln","BATE Borisov",1.28,"Bundesliga"
"6",NA,NA,"Milos Jojic","1. FC Köln","Bor. Dortmund",2.55,"Bundesliga"
"7",NA,NA,"Besar Halimi","1.FSV Mainz 05","Stuttg. Kickers",0.298,"Bundesliga"
"8",NA,NA,"Yoshinori Muto","1.FSV Mainz 05","FC Tokyo",2.38,"Bundesliga"
"9",NA,NA,"Emil Berggreen","1.FSV Mainz 05","E. Braunschweig",2.13,"Bundesliga"
"10",NA,NA,"Danny Latza","1.FSV Mainz 05","VfL Bochum",0,"Bundesliga"
"11",NA,NA,"Fabian Frei","1.FSV Mainz 05","FC Basel",3.06,"Bundesliga"
"12",NA,NA,"Giulio Donati","1.FSV Mainz 05","Bay. Leverkusen",0.85,"Bundesliga"
"13",NA,NA,"Gaëtan Bussmann","1.FSV Mainz 05","FC Metz",0.85,"Bundesliga"
"14",NA,NA,"Florian Niederlechner","1.FSV Mainz 05","1.FC Heidenheim",1.7,"Bundesliga"
"15",NA,NA,"Maximilian Beister","1.FSV Mainz 05","Hamburger SV",0,"Bundesliga"
"16",NA,NA,"Karim Onisiwo","1.FSV Mainz 05","SV Mattersburg",0,"Bundesliga"
"17",NA,NA,"Leon Balogun","1.FSV Mainz 05","SV Darmstadt 98",0,"Bundesliga"
"18",NA,NA,"Henrique Sereno","1.FSV Mainz 05","Kayserispor",0,"Bundesliga"
"19",6.2230139,50.7654394,"Carlos Bacca","AC Milan","Sevilla FC",25.5,"Serie A"
"20",6.2230139,50.7654394,"Alessio Romagnoli","AC Milan","AS Roma",21.25,"Serie A"
"21",6.2230139,50.7654394,"Andrea Bertolacci","AC Milan","AS Roma",17,"Serie A"
"22",6.2230139,50.7654394,"Juraj Kucka","AC Milan","Genoa",2.55,"Serie A"
"23",6.2230139,50.7654394,"Simone Verdi","AC Milan","Torino",0.383,"Serie A"
"24",6.2230139,50.7654394,"Luiz Adriano","AC Milan","Shakhtar D.",6.8,"Serie A"
"25",6.2230139,50.7654394,"Luca Antonelli","AC Milan","Genoa",3.83,"Serie A"
"26",6.2230139,50.7654394,"Matteo Pessina","AC Milan","Monza",0.017,"Serie A"
"27",6.2230139,50.7654394,"Rodrigo Ely","AC Milan","Avellino",0,"Serie A"
"28",6.2230139,50.7654394,"José Mauri","AC Milan","Parma",0,"Serie A"
"29",-98.496595,29.4148437,"Ismaël Bennacer","Arsenal","AC Arles-Avign.",0.255,"Premier league"
"30",-98.496595,29.4148437,"Mohamed Elneny","Arsenal","FC Basel",10.63,"Premier league"
"31",-98.496595,29.4148437,"Jeff Reine-Adelaide","Arsenal","RC Lens U19",2.13,"Premier league"
"32",-58.5214952,-34.6284822,"Leandro Paredes","AS Roma","Boca Juniors",5.1,"Serie A"
"33",-58.5214952,-34.6284822,"Ezequiel Ponce","AS Roma","Newell's",3.57,"Serie A"
"34",-58.5214952,-34.6284822,"Ismail H'Maidat","AS Roma","Brescia",2.68,"Serie A"
"35",-58.5214952,-34.6284822,"Matteo Politano","AS Roma","Pescara",0.51,"Serie A"
"36",-58.5214952,-34.6284822,"Nemanja Radonjic","AS Roma","Empoli U19",3.4,"Serie A"
"37",-58.5214952,-34.6284822,"Iago Falqué","AS Roma","Genoa",5.95,"Serie A"
"38",-58.5214952,-34.6284822,"Andrea Bertolacci","AS Roma","Genoa",7.23,"Serie A"
"39",-58.5214952,-34.6284822,"Nicola Falasco","AS Roma","Pistoiese",0.17,"Serie A"
"40",-58.5214952,-34.6284822,"Tiago Casasola","AS Roma","Fulham FC",0,"Serie A"
"41",-77.7914471,43.0824364,"Rudy Gestede","Aston Villa","Blackburn",7.23,"Premier league"
"42",-77.7914471,43.0824364,"Adama Traoré","Aston Villa","FC Barcelona",8.5,"Premier league"
"43",-77.7914471,43.0824364,"Scott Sinclair","Aston Villa","Manchester City",2.98,"Premier league"
"44",-77.7914471,43.0824364,"Idrissa Gueye","Aston Villa","LOSC Lille",7.65,"Premier league"
"45",-77.7914471,43.0824364,"Adama Traoré","Aston Villa","FC Barcelona",8.5,"Premier league"
"46",-77.7914471,43.0824364,"Micah Richards","Aston Villa","Manchester City",0,"Premier league"
"47",-77.7914471,43.0824364,"Jordan Veretout","Aston Villa","FC Nantes",8.5,"Premier league"
"48",-77.7914471,43.0824364,"Joleon Lescott","Aston Villa","West Brom",1.19,"Premier league"
"49",-77.7914471,43.0824364,"José Crespo","Aston Villa","Córdoba CF",0.595,"Premier league"
"50",NA,NA,"Jordan Ayew","Aston Villa","FC Lorient",10.2,"Premier league"
"51",NA,NA,"Jordan Amavi","Aston Villa","OGC Nice",9.35,"Premier league"
"52",NA,NA,"Marco Borriello","Atalanta","Carpi",0,"Serie A"
"53",NA,NA,"Marcos De Paula","Atalanta","Chievo Verona",0,"Serie A"
"54",NA,NA,"Berat Djimsiti","Atalanta","FC Zürich",0,"Serie A"
"55",NA,NA,"Jasmin Kurtic","Atalanta","Sassuolo",2.98,"Serie A"
"56",NA,NA,"Marten de Roon","Atalanta","SC Heerenveen",1.11,"Serie A"
"57",NA,NA,"Rafael Tolói","Atalanta","São Paulo",2.98,"Serie A"
"58",NA,NA,"Mauricio Pinilla","Atalanta","Genoa",1.7,"Serie A"
"59",NA,NA,"Remo Freuler","Atalanta","FC Luzern",1.28,"Serie A"
"60",NA,NA,"Franck Kessié","Atalanta","Stella Club",0.255,"Serie A"
"61",NA,NA,"Andrea Petagna","Atalanta","AC Milan",0.85,"Serie A"
"62",NA,NA,"Luca Valzania","Atalanta","AC Cesena",0.765,"Serie A"
"63",NA,NA,"Gaetano Monachello","Atalanta","Monaco",0.425,"Serie A"
"64",NA,NA,"Eneko Bóveda","Athletic Bilbao","SD Eibar",0,"La Liga"
"65",NA,NA,"Raúl García","Athletic Bilbao","Atlético Madrid",6.8,"La Liga"
"66",NA,NA,"Javi Eraso","Athletic Bilbao","CD Leganés",0,"La Liga"
"67",NA,NA,"Gorka Elustondo","Athletic Bilbao","Real Sociedad",0,"La Liga"
"68",NA,NA,"Bernard Mensah","Atlético Madrid","Vit. Guimarães",5.1,"La Liga"
"69",NA,NA,"Augusto Fernández","Atlético Madrid","Celta de Vigo",3.4,"La Liga"
"70",NA,NA,"Santos Borré","Atlético Madrid","Deportivo Cali",2.34,"La Liga"
"71",NA,NA,"Jackson Martínez","Atlético Madrid","FC Porto",31.54,"La Liga"
"72",NA,NA,"Filipe Luís","Atlético Madrid","Chelsea",13.6,"La Liga"
"73",NA,NA,"Stefan Savic","Atlético Madrid","Fiorentina",21.25,"La Liga"
"74",NA,NA,"Luciano Vietto","Atlético Madrid","Villarreal CF",17,"La Liga"
"75",NA,NA,"Yannick Carrasco","Atlético Madrid","Monaco",14.67,"La Liga"
"76",NA,NA,"Matías Kranevitter","Atlético Madrid","River Plate",6.8,"La Liga"
"77",NA,NA,"Chicharito","Bay. Leverkusen","Manchester Utd.",10.2,"Bundesliga"
"78",NA,NA,"Kevin Kampl","Bay. Leverkusen","Bor. Dortmund",9.35,"Bundesliga"
"79",NA,NA,"Charles Aránguiz","Bay. Leverkusen","Internacional",11.05,"Bundesliga"
"80",NA,NA,"Jonathan Tah","Bay. Leverkusen","Hamburger SV",6.38,"Bundesliga"
"81",NA,NA,"Admir Mehmedi","Bay. Leverkusen","SC Freiburg",6.8,"Bundesliga"
"82",NA,NA,"André Ramalho","Bay. Leverkusen","RB Salzburg",0,"Bundesliga"
"83",NA,NA,"Kyriakos Papadopoulos","Bay. Leverkusen","FC Schalke 04",5.53,"Bundesliga"
"84",NA,NA,"Douglas Costa","Bayern Munich ","Shakhtar D.",25.5,"Bundesliga"
"85",NA,NA,"Joshua Kimmich","Bayern Munich ","VfB Stuttgart",7.23,"Bundesliga"
"86",NA,NA,"Arturo Vidal","Bayern Munich ","Juventus",31.45,"Bundesliga"
"87",NA,NA,"Matteo Brighi","Bologna","Sassuolo",0,"Serie A"
"88",NA,NA,"Mattia Destro","Bologna","AS Roma",7.23,"Serie A"
"89",NA,NA,"Ibrahima Mbaye","Bologna","Inter",2.98,"Serie A"
"90",NA,NA,"Luca Rossettini","Bologna","Cagliari Calcio",2.13,"Serie A"
"91",NA,NA,"Erick Pulgar","Bologna","CDUC",1.94,"Serie A"
"92",NA,NA,"Anthony Mounier","Bologna","Montpellier",1.7,"Serie A"
"93",NA,NA,"Filippo Falco","Bologna","Lecce",1.02,"Serie A"
"94",NA,NA,"Marco Crimi","Bologna","Latina Calcio",0.85,"Serie A"
"95",NA,NA,"Amadou Diawara","Bologna","San Marino C.",0.51,"Serie A"
"96",NA,NA,"Sergio Floccari","Bologna","Sassuolo",0.425,"Serie A"
"97",NA,NA,"Emil Krafth","Bologna","Helsingborgs IF",0.425,"Serie A"
"98",NA,NA,"Franco Brienza","Bologna","AC Cesena",0,"Serie A"
"99",NA,NA,"Gonzalo Castro","Bor. Dortmund","Bay. Leverkusen",9.35,"Bundesliga"
"100",NA,NA,"Joo-Ho Park","Bor. Dortmund","1.FSV Mainz 05",2.55,"Bundesliga"
"101",NA,NA,"Julian Weigl","Bor. Dortmund","1860 Munich",2.13,"Bundesliga"
"102",NA,NA,"Lars Stindl","Bor. M'gladbach","Hannover 96",2.55,"Bundesliga"
"103",NA,NA,"Nico Schulz","Bor. M'gladbach","Hertha BSC",3.4,"Bundesliga"
"104",NA,NA,"Nico Elvedi","Bor. M'gladbach","FC Zürich",3.4,"Bundesliga"
"105",NA,NA,"Jonas Hofmann","Bor. M'gladbach","Bor. Dortmund",6.8,"Bundesliga"
"106",NA,NA,"Thorgan Hazard","Bor. M'gladbach","Chelsea",6.8,"Bundesliga"
"107",NA,NA,"Josip Drmic","Bor. M'gladbach","Bay. Leverkusen",8.5,"Bundesliga"
"108",NA,NA,"Rhoys Wiggins","Bournemouth","Sheff Wed",0.221,"Premier league"
"109",NA,NA,"Joshua King","Bournemouth","Blackburn",0,"Premier league"
"110",NA,NA,"Sylvain Distin","Bournemouth","Everton",0,"Premier league"
"111",NA,NA,"Glenn Murray","Bournemouth","Crystal Palace",4.59,"Premier league"
"112",NA,NA,"Lee Tomlin","Bournemouth","Middlesbrough",3.66,"Premier league"
"113",NA,NA,"Benik Afobe","Bournemouth","Wolves",11.31,"Premier league"
"114",NA,NA,"Tyrone Mings","Bournemouth","Ipswich",9.61,"Premier league"
"115",NA,NA,"Max Gradel","Bournemouth","Saint-Étienne",8.5,"Premier league"
"116",NA,NA,"Lewis Grabban","Bournemouth","Norwich",7.95,"Premier league"
"117",NA,NA,"Nicolás Spolli","Carpi","Catania",0,"Serie A"
"118",NA,NA,"Cristian Zaccardo","Carpi","AC Milan",0,"Serie A"
"119",NA,NA,"Andrea Lazzari","Carpi","Fiorentina",0,"Serie A"
"120",NA,NA,"Ryan Hiwat","Carpi","PSV U19",0,"Serie A"
"121",NA,NA,"Kamil Wilczek","Carpi","Piast Gliwice",0,"Serie A"
"122",NA,NA,"Raphael Martinho","Carpi","Catania",0,"Serie A"
"123",NA,NA,"Fabio Daprelà","Carpi","US Palermo",0,"Serie A"
"124",NA,NA,"Iago Aspas","Celta de Vigo","Sevilla FC",4.51,"La Liga"
"125",NA,NA,"Marcelo Díaz","Celta de Vigo","Hamburger SV",1.53,"La Liga"
"126",NA,NA,"Claudio Beauvue","Celta de Vigo","Olympique Lyon",4.25,"La Liga"
"127",NA,NA,"Daniel Wass","Celta de Vigo","Évian",2.55,"La Liga"
"128",NA,NA,"Dejan Drazic","Celta de Vigo","OFK Beograd",1.02,"La Liga"
"129",NA,NA,"John Guidetti","Celta de Vigo","Manchester City",0,"La Liga"
"130",NA,NA,"Pedro","Chelsea","FC Barcelona",22.95,"Premier league"
"131",NA,NA,"Michael Hector","Chelsea","Reading",4.59,"Premier league"
"132",NA,NA,"Matt Miazga","Chelsea","NY Red Bulls",3.91,"Premier league"
"133",NA,NA,"Kenedy","Chelsea","Fluminense",6.8,"Premier league"
"134",NA,NA,"Danilo Pantic","Chelsea","Partizan",0,"Premier league"
"135",NA,NA,"Abdul Rahman Baba","Chelsea","FC Augsburg",17,"Premier league"
"136",NA,NA,"Papy Djilobodji","Chelsea","FC Nantes",2.98,"Premier league"
"137",NA,NA,"Nathan","Chelsea","Atlético-PR",3.4,"Premier league"
"138",NA,NA,"Lucas Castro","Chievo Verona","Catania",2.98,"Serie A"
"139",NA,NA,"Valter Birsa","Chievo Verona","AC Milan",1.28,"Serie A"
"140",NA,NA,"Nicolás Spolli","Chievo Verona","Carpi",0,"Serie A"
"141",NA,NA,"Giampiero Pinzi","Chievo Verona","Udinese Calcio",0,"Serie A"
"142",NA,NA,"Filippo Di Maio","Chievo Verona","Catania U19",0,"Serie A"
"143",NA,NA,"Nikola Ninkovic","Chievo Verona","Partizan",0.468,"Serie A"
"144",NA,NA,"Ervin Zukanovic","Chievo Verona","KAA Gent",0.85,"Serie A"
"145",NA,NA,"Simone Pepe","Chievo Verona","Juventus",0,"Serie A"
"146",NA,NA,"Isaac Ntow","Chievo Verona","Brescia",0,"Serie A"
"147",NA,NA,"Marco Calderoni","Chievo Verona","Bari",0.085,"Serie A"
"148",NA,NA,"Massimo Gobbi","Chievo Verona","Parma",0,"Serie A"
"149",NA,NA,"Yohan Cabaye","Crystal Palace","Paris SG",11.82,"Premier league"
"150",NA,NA,"Connor Wickham","Crystal Palace","Sunderland",8.5,"Premier league"
"151",NA,NA,"Bakary Sako","Crystal Palace","Wolves",0,"Premier league"
"152",NA,NA,"Jonás Gutiérrez","Dep. La Coruña","Newcastle",0,"La Liga"
"153",NA,NA,"Fernando Navarro","Dep. La Coruña","Sevilla FC",0,"La Liga"
"154",NA,NA,"Pedro Mosquera","Dep. La Coruña","Elche CF",0,"La Liga"
"155",NA,NA,"Lucas","Dep. La Coruña","PAOK Saloniki",1.28,"La Liga"
"156",NA,NA,"Cani","Dep. La Coruña","Villarreal CF",0,"La Liga"
"157",NA,NA,"Szabolcs Huszti","E. Frankfurt","CC Yatai",0.213,"Bundesliga"
"158",NA,NA,"David Abraham","E. Frankfurt","TSG Hoffenheim",1.28,"Bundesliga"
"159",NA,NA,"Stefan Reinartz","E. Frankfurt","Bay. Leverkusen",0,"Bundesliga"
"160",NA,NA,"Änis Ben-Hatira","E. Frankfurt","Hertha BSC",0,"Bundesliga"
"161",NA,NA,"Luc Castaignos","E. Frankfurt","FC Twente",2.13,"Bundesliga"
"162",NA,NA,"Yanni Regäsel","E. Frankfurt","Hertha BSC",0.102,"Bundesliga"
"163",NA,NA,"Mijat Gacinovic","E. Frankfurt","Vojvodina",1.02,"Bundesliga"
"164",NA,NA,"Marco Fabián","E. Frankfurt","Guadalajara",3.15,"Bundesliga"
"165",NA,NA,"Gerard Moreno","Espanyol","Villarreal CF",1.28,"La Liga"
"166",NA,NA,"Óscar Duarte","Espanyol","Club Brugge",0.978,"La Liga"
"167",NA,NA,"Lucas Vázquez","Espanyol","R. M. Castilla",0.425,"La Liga"
"168",NA,NA,"Mickael Ciani","Espanyol","Sporting CP",0,"La Liga"
"169",NA,NA,"Papakouli Diop","Espanyol","Levante UD",0,"La Liga"
"170",NA,NA,"David Henen","Everton","Olympiacos",0.238,"Premier league"
"171",NA,NA,"Ramiro Funes Mori","Everton","River Plate",10.97,"Premier league"
"172",NA,NA,"Shani Tarashaj","Everton","Grasshoppers",3.4,"Premier league"
"173",NA,NA,"Tom Cleverley","Everton","Manchester Utd.",0,"Premier league"
"174",NA,NA,"Oumar Niasse","Everton","Loko Moscow",15.22,"Premier league"
"175",NA,NA,"Aaron Lennon","Everton","Spurs",5.1,"Premier league"
"176",NA,NA,"Leandro Rodríguez","Everton","River Plate",0.595,"Premier league"
"177",NA,NA,"Gerard Deulofeu","Everton","FC Barcelona",5.1,"Premier league"
"178",NA,NA,"Daniel Opare","FC Augsburg","FC Porto",0,"Bundesliga"
"179",NA,NA,"Dominik Kohr","FC Augsburg","Bay. Leverkusen",1.19,"Bundesliga"
"180",NA,NA,"Konstantinos Stafylidis","FC Augsburg","Bay. Leverkusen",2.13,"Bundesliga"
"181",NA,NA,"Piotr Trochowski","FC Augsburg","Sevilla FC",0,"Bundesliga"
"182",NA,NA,"Philipp Max","FC Augsburg","Karlsruher SC",3.23,"Bundesliga"
"183",NA,NA,"Albian Ajeti","FC Augsburg","FC Basel",0.85,"Bundesliga"
"184",NA,NA,"Ja-Cheol Koo","FC Augsburg","1.FSV Mainz 05",4.25,"Bundesliga"
"185",NA,NA,"Jeffrey Gouweleeuw","FC Augsburg","AZ Alkmaar",2.55,"Bundesliga"
"186",NA,NA,"Aleix Vidal","FC Barcelona","Sevilla FC",14.45,"La Liga"
"187",NA,NA,"Arda Turan","FC Barcelona","Atlético Madrid",28.9,"La Liga"
"188",NA,NA,"Luca Bittante","FC Empoli","Fiorentina",0.68,"Serie A"
"189",NA,NA,"Riccardo Saponara","FC Empoli","AC Milan",3.4,"Serie A"
"190",NA,NA,"Kastriot Dermaku","FC Empoli","AS Melfi",0,"Serie A"
"191",NA,NA,"Michele Camporese","FC Empoli","Fiorentina",0.425,"Serie A"
"192",NA,NA,"Marco Zambelli","FC Empoli","Brescia",0,"Serie A"
"193",NA,NA,"Rade Krunic","FC Empoli","Borac Cacak",0,"Serie A"
"194",NA,NA,"Andrea Costa","FC Empoli","Parma",0,"Serie A"
"195",NA,NA,"Darío Lezcano","FC Ingolstadt","FC Luzern",2.13,"Bundesliga"
"196",NA,NA,"Elias Kachunga","FC Ingolstadt","SC Paderborn",1.28,"Bundesliga"
"197",NA,NA,"Markus Suttner","FC Ingolstadt","Austria Vienna",0.595,"Bundesliga"
"198",NA,NA,"Maurice Multhaup","FC Ingolstadt","FC Schalke 04",0.425,"Bundesliga"
"199",NA,NA,"Romain Brégerie","FC Ingolstadt","SV Darmstadt 98",0,"Bundesliga"
"200",NA,NA,"Pape Paye","FC Lorient","Dijon",0,"Ligue 1"
"201",NA,NA,"Jimmy Cabot","FC Lorient","Troyes",1.53,"Ligue 1"
"202",NA,NA,"Benjamin Moukandjo","FC Lorient","Reims",1.28,"Ligue 1"
"203",NA,NA,"Moryké Fofana","FC Lorient","Lilleström SK",0.34,"Ligue 1"
"204",NA,NA,"Waris Majeed","FC Lorient","Trabzonspor",3.83,"Ligue 1"
"205",NA,NA,"Zargo Touré","FC Lorient","AC Le Havre",1.28,"Ligue 1"
"206",NA,NA,"Kolbeinn Sigthórsson","FC Nantes","AFC Ajax",2.55,"Ligue 1"
"207",NA,NA,"Guillaume Gillet","FC Nantes","RSC Anderlecht",1.7,"Ligue 1"
"208",NA,NA,"Emiliano Sala","FC Nantes","G. Bordeaux",0.85,"Ligue 1"
"209",NA,NA,"Adrien Thomasson","FC Nantes","Évian",0.68,"Ligue 1"
"210",NA,NA,"Lorik Cana","FC Nantes","Lazio",0.17,"Ligue 1"
"211",NA,NA,"Wilfried Moimbé","FC Nantes","Stade Brest 29",0,"Ligue 1"
"212",NA,NA,"Alessandro Schöpf","FC Schalke 04","1.FC Nuremberg",4.25,"Bundesliga"
"213",NA,NA,"Matija Nastasic","FC Schalke 04","Manchester City",8.08,"Bundesliga"
"214",NA,NA,"Franco Di Santo","FC Schalke 04","Werder Bremen",5.1,"Bundesliga"
"215",NA,NA,"Johannes Geis","FC Schalke 04","1.FSV Mainz 05",10.2,"Bundesliga"
"216",NA,NA,"Júnior Caiçara","FC Schalke 04","Ludogorets",3.83,"Bundesliga"
"217",NA,NA,"Sascha Riether","FC Schalke 04","SC Freiburg",0,"Bundesliga"
"218",NA,NA,"Mario Suárez","Fiorentina","Atlético Madrid",12.75,"Serie A"
"219",NA,NA,"Nikola Kalinic","Fiorentina","Dnipro",4.68,"Serie A"
"220",NA,NA,"Jaime Báez","Fiorentina","Juventud",1.96,"Serie A"
"221",NA,NA,"Joan Verdú","Fiorentina","Baniyas SC",0,"Serie A"
"222",NA,NA,"Mauro Zárate","Fiorentina","West Ham",1.79,"Serie A"
"223",NA,NA,"Andrés Schetino","Fiorentina","CA Fénix",2.98,"Serie A"
"224",NA,NA,"Luca Bittante","Fiorentina","Avellino",0.425,"Serie A"
"225",NA,NA,"Gilberto","Fiorentina","Botafogo",1.7,"Serie A"
"226",NA,NA,"Oliver Kragl","Frosinone","SV  Ried",0.34,"Serie A"
"227",NA,NA,"Aleksandar Tonev","Frosinone","Aston Villa",0,"Serie A"
"228",NA,NA,"Modibo Diakité","Frosinone","Cagliari Calcio",0,"Serie A"
"229",NA,NA,"Issiar Dia","G. Ajaccio","Lekhwiya",0,"Ligue 1"
"230",NA,NA,"Jacques Zoua","G. Ajaccio","Hamburger SV",0,"Ligue 1"
"231",NA,NA,"Alassane Touré","G. Ajaccio","FC Tours",0,"Ligue 1"
"232",NA,NA,"Amine Chermiti","G. Ajaccio","FC Zürich",0,"Ligue 1"
"233",NA,NA,"Damjan Djokovic","G. Ajaccio","Bologna",0,"Ligue 1"
"234",NA,NA,"Mauro Arambarri","G. Bordeaux","Defensor",2.55,"Ligue 1"
"235",NA,NA,"Pablo","G. Bordeaux","Ponte Preta",1.7,"Ligue 1"
"236",NA,NA,"Milan Gajic","G. Bordeaux","OFK Beograd",0.85,"Ligue 1"
"237",NA,NA,"Malcom","G. Bordeaux","Corinthians",4.25,"Ligue 1"
"238",NA,NA,"Goran Pandev","Genoa","Galatasaray",0,"Serie A"
"239",NA,NA,"Ezequiel Muñoz","Genoa","US Palermo",0,"Serie A"
"240",NA,NA,"Manuel Milinkovic","Genoa","Salernitana",0,"Serie A"
"241",NA,NA,"Darko Lazovic","Genoa","Red Star",0,"Serie A"
"242",NA,NA,"Leonardo Pavoletti","Genoa","Sassuolo",2.55,"Serie A"
"243",NA,NA,"Riccardo Fiamozzi","Genoa","Pescara",1.28,"Serie A"
"244",NA,NA,"Diego Capel","Genoa","Sporting CP",1.11,"Serie A"
"245",NA,NA,"Serge Gakpé","Genoa","FC Nantes",0,"Serie A"
"246",NA,NA,"Luca Rigoni","Genoa","US Palermo",0.425,"Serie A"
"247",NA,NA,"Issa Cissokho","Genoa","FC Nantes",0.425,"Serie A"
"248",NA,NA,"Henok Goitom","Getafe CF","AIK Solna",0,"La Liga"
"249",NA,NA,"Cala","Getafe CF","Granada CF",0,"La Liga"
"250",NA,NA,"Damián Suárez","Getafe CF","Elche CF",0,"La Liga"
"251",NA,NA,"Rene Krhin","Granada CF","Inter",1.11,"La Liga"
"252",NA,NA,"David Barral","Granada CF","Al-Dhafra SCC",0,"La Liga"
"253",NA,NA,"Yrondu Musavu-King","Granada CF","SM Caen",0,"La Liga"
"254",NA,NA,"Ricardo Costa","Granada CF","PAOK Saloniki",0,"La Liga"
"255",NA,NA,"Gaspar Íñiguez","Granada CF","Argentinos",1.02,"La Liga"
"256",NA,NA,"Isaac Cuenca","Granada CF","Bursaspor",0,"La Liga"
"257",NA,NA,"Aridane Hernández","Granada CF","CD Eldense",0,"La Liga"
"258",NA,NA,"David Lombán","Granada CF","Elche CF",0,"La Liga"
"259",NA,NA,"Jimmy Briand","Guingamp","Hannover 96",0,"Ligue 1"
"260",NA,NA,"Nicolas Benezet","Guingamp","Évian",1.02,"Ligue 1"
"261",NA,NA,"Nill De Pauw","Guingamp","KSC Lokeren",0.638,"Ligue 1"
"262",NA,NA,"Jonathan Martins Pereira","Guingamp","Troyes",0,"Ligue 1"
"263",NA,NA,"Nabil Bahoui","Hamburger SV","Ahli",0,"Bundesliga"
"264",NA,NA,"Sven Schipplock","Hamburger SV","TSG Hoffenheim",2.13,"Bundesliga"
"265",NA,NA,"Michael Gregoritsch","Hamburger SV","VfL Bochum",2.55,"Bundesliga"
"266",NA,NA,"Batuhan Altintas","Hamburger SV","Bursaspor",0.34,"Bundesliga"
"267",NA,NA,"Gotoku Sakai","Hamburger SV","VfB Stuttgart",0.595,"Bundesliga"
"268",NA,NA,"Aaron Hunt","Hamburger SV","VfL Wolfsburg",2.55,"Bundesliga"
"269",NA,NA,"Lewis Holtby","Hamburger SV","Spurs",5.53,"Bundesliga"
"270",NA,NA,"Albin Ekdal","Hamburger SV","Cagliari Calcio",3.83,"Bundesliga"
"271",NA,NA,"Uffe Bech","Hannover 96","Nordsjaelland",1.7,"Bundesliga"
"272",NA,NA,"Felix Klaus","Hannover 96","SC Freiburg",2.55,"Bundesliga"
"273",NA,NA,"Iver Fossum","Hannover 96","Strømsgodset",1.7,"Bundesliga"
