"","lon","lat","name","club.to","club.from","transfer.fee","league"
"274",NA,NA,"Mevlüt Erdinc","Hannover 96","Saint-Étienne",2.81,"Bundesliga"
"275",NA,NA,"Oliver Sorg","Hannover 96","SC Freiburg",2.98,"Bundesliga"
"276",NA,NA,"Marius Wolf","Hannover 96","1860 Munich",1.28,"Bundesliga"
"277",NA,NA,"Charlison Benschop","Hannover 96","F. Düsseldorf",1.28,"Bundesliga"
"278",NA,NA,"Hotaru Yamaguchi","Hannover 96","Cerezo Osaka",0.85,"Bundesliga"
"279",NA,NA,"Hugo Almeida","Hannover 96","Anzhi",0,"Bundesliga"
"280",NA,NA,"Leandro Greco","Hellas Verona","Genoa",0.255,"Serie A"
"281",NA,NA,"Federico Viviani","Hellas Verona","AS Roma",3.4,"Serie A"
"282",NA,NA,"Michelangelo Albertazzi","Hellas Verona","AC Milan",0,"Serie A"
"283",NA,NA,"Giampaolo Pazzini","Hellas Verona","AC Milan",0,"Serie A"
"284",NA,NA,"Mattia Valoti","Hellas Verona","UC AlbinoLeffe",0,"Serie A"
"285",NA,NA,"Filip Helander","Hellas Verona","Malmö FF",0.85,"Serie A"
"286",NA,NA,"Eros Pisano","Hellas Verona","US Palermo",0.85,"Serie A"
"287",NA,NA,"Luca Siligardi","Hellas Verona","AS Livorno",0,"Serie A"
"288",NA,NA,"Samuel Souprayen","Hellas Verona","Dijon",0,"Serie A"
"289",NA,NA,"Vladimír Darida","Hertha BSC","SC Freiburg",3.23,"Bundesliga"
"290",NA,NA,"Niklas Stark","Hertha BSC","1.FC Nuremberg",2.55,"Bundesliga"
"291",NA,NA,"Sinan Kurt","Hertha BSC","Bayern Munich ",0.425,"Bundesliga"
"292",NA,NA,"Mitchell Weiser","Hertha BSC","Bayern Munich ",0,"Bundesliga"
"293",NA,NA,"Geoffrey Kondogbia","Inter","Monaco",26.35,"Serie A"
"294",NA,NA,"Xherdan Shaqiri","Inter","Bayern Munich ",12.75,"Serie A"
"295",NA,NA,"Jeison Murillo","Inter","Granada CF",6.8,"Serie A"
"296",NA,NA,"Ivan Perisic","Inter","VfL Wolfsburg",13.6,"Serie A"
"297",NA,NA,"Felipe Melo","Inter","Galatasaray",3.15,"Serie A"
"298",NA,NA,"Davide Santon","Inter","Newcastle",3.15,"Serie A"
"299",NA,NA,"Mario Mandzukic","Juventus","Atlético Madrid",16.15,"Serie A"
"300",NA,NA,"Roberto Pereyra","Juventus","Udinese Calcio",11.9,"Serie A"
"301",NA,NA,"Simone Zaza","Juventus","Sassuolo",15.3,"Serie A"
"302",NA,NA,"Alex Sandro","Juventus","FC Porto",22.1,"Serie A"
"303",NA,NA,"Paulo Dybala","Juventus","US Palermo",27.2,"Serie A"
"304",NA,NA,"Andrés Tello","Juventus","Envigado",1.19,"Serie A"
"305",NA,NA,"Mame Thiam","Juventus","Virtus Lanciano",1.19,"Serie A"
"306",NA,NA,"Hernanes","Juventus","Inter",11.05,"Serie A"
"307",NA,NA,"Rolando Mandragora","Juventus","Genoa",5.1,"Serie A"
"308",NA,NA,"Sami Khedira","Juventus","Real Madrid",0,"Serie A"
"309",NA,NA,"Alberto Cerri","Juventus","Parma",0,"Serie A"
"310",NA,NA,"Milan Bisevac","Lazio","Olympique Lyon",0,"Serie A"
"311",NA,NA,"Dusan Basta","Lazio","Udinese Calcio",4.25,"Serie A"
"312",NA,NA,"Wesley Hoedt","Lazio","AZ Alkmaar",0,"Serie A"
"313",NA,NA,"Ronaldo","Lazio","FC Empoli",0,"Serie A"
"314",NA,NA,"Ricardo Kishna","Lazio","AFC Ajax",2.55,"Serie A"
"315",NA,NA,"Patric","Lazio","FC Barcelona B",0,"Serie A"
"316",NA,NA,"Sergej Milinkovic-Savic","Lazio","KRC Genk",7.65,"Serie A"
"317",NA,NA,"Maurício","Lazio","Sporting CP",2.25,"Serie A"
"318",NA,NA,"Riccardo Serpieri","Lazio","Cosenza",0,"Serie A"
"319",NA,NA,"Shinji Okazaki","Leicester","1.FSV Mainz 05",9.35,"Premier league"
"320",NA,NA,"N'Golo Kanté","Leicester","SM Caen",7.65,"Premier league"
"321",NA,NA,"Daniel Amartey","Leicester","FC Copenhagen",5.61,"Premier league"
"322",NA,NA,"Gökhan Inler","Leicester","SSC Napoli",5.95,"Premier league"
"323",NA,NA,"Robert Huth","Leicester","Stoke City",3.57,"Premier league"
"324",NA,NA,"Yohan Benalouane","Leicester","Atalanta",5.95,"Premier league"
"325",NA,NA,"Demarai Gray","Leicester","Birmingham",4.34,"Premier league"
"326",NA,NA,"Christian Fuchs","Leicester","FC Schalke 04",0,"Premier league"
"327",NA,NA,"Ángel Trujillo","Levante UD","UD Almería",0.85,"La Liga"
"328",NA,NA,"Deyverson","Levante UD","Belenenses",1.53,"La Liga"
"329",NA,NA,"Mauricio Cuero","Levante UD","CD La Equidad",2.72,"La Liga"
"330",NA,NA,"Verza","Levante UD","UD Almería",0,"La Liga"
"331",NA,NA,"Joan Verdú","Levante UD","Fiorentina",0,"La Liga"
"332",NA,NA,"Carl Medjani","Levante UD","Trabzonspor",0,"La Liga"
"333",NA,NA,"Zouhair Feddal","Levante UD","Parma",0,"La Liga"
"334",NA,NA,"Christian Benteke","Liverpool","Aston Villa",39.53,"Premier league"
"335",NA,NA,"Roberto Firmino","Liverpool","TSG Hoffenheim",34.85,"Premier league"
"336",NA,NA,"Nathaniel Clyne","Liverpool","Southampton",15.05,"Premier league"
"337",NA,NA,"Joe Gomez","Liverpool","Charlton",4.17,"Premier league"
"338",NA,NA,"James Milner","Liverpool","Manchester City",0,"Premier league"
"339",NA,NA,"Danny Ings","Liverpool","Burnley FC",7.06,"Premier league"
"340",NA,NA,"Marko Grujic","Liverpool","Red Star",5.95,"Premier league"
"341",NA,NA,"Baptiste Guillaume","LOSC Lille","Lens",3.4,"Ligue 1"
"342",NA,NA,"Sehrou Guirassy","LOSC Lille","Stade Laval",0.425,"Ligue 1"
"343",NA,NA,"Renato Civelli","LOSC Lille","Bursaspor",0,"Ligue 1"
"344",NA,NA,"Mounir Obbadi","LOSC Lille","Monaco",0,"Ligue 1"
"345",NA,NA,"Lenny Nangis","LOSC Lille","SM Caen",0.85,"Ligue 1"
"346",NA,NA,"Eric Bauthéac","LOSC Lille","OGC Nice",2.04,"Ligue 1"
"347",NA,NA,"Ibrahim Amadou","LOSC Lille","AS Nancy",1.7,"Ligue 1"
"348",NA,NA,"Junior Tallo","LOSC Lille","AS Roma",0.85,"Ligue 1"
"349",NA,NA,"Yassine Benzia","LOSC Lille","Olympique Lyon",0.85,"Ligue 1"
"350",NA,NA,"Charles","Málaga CF","Celta de Vigo",0.425,"La Liga"
"351",NA,NA,"Fábio Espinho","Málaga CF","Ludogorets",0,"La Liga"
"352",NA,NA,"Nordin Amrabat","Málaga CF","Galatasaray",2.98,"La Liga"
"353",NA,NA,"Federico Ricca","Málaga CF","Danubio FC",2.13,"La Liga"
"354",NA,NA,"Chory Castro","Málaga CF","Real Sociedad",0,"La Liga"
"355",NA,NA,"Adnane Tighadouini","Málaga CF","NAC Breda",1.02,"La Liga"
"356",NA,NA,"Patrick Roberts","Manchester City","Fulham FC",12.75,"Premier league"
"357",NA,NA,"Nicolás Otamendi","Manchester City","Valencia CF",37.91,"Premier league"
"358",NA,NA,"Raheem Sterling","Manchester City","Liverpool",53.13,"Premier league"
"359",NA,NA,"Fabian Delph","Manchester City","Aston Villa",9.78,"Premier league"
"360",NA,NA,"Enes Ünal","Manchester City","Bursaspor",2.55,"Premier league"
"361",NA,NA,"Anthony Cáceres","Manchester City","Central Coast Mariners",0.272,"Premier league"
"362",NA,NA,"Kevin De Bruyne","Manchester City","VfL Wolfsburg",62.9,"Premier league"
"363",NA,NA,"Rubén Sobrino","Manchester City","Ponferradina",0.234,"Premier league"
"364",NA,NA,"Luke Brattan","Manchester City","Brisbane Roar",0,"Premier league"
"365",NA,NA,"Florian Lejeune","Manchester City","Girona FC",0.255,"Premier league"
"366",NA,NA,"Bastian Schweinsteiger","Manchester Utd.","Bayern Munich ",7.65,"Premier league"
"367",NA,NA,"Morgan Schneiderlin","Manchester Utd.","Southampton",29.75,"Premier league"
"368",NA,NA,"Matteo Darmian","Manchester Utd.","Torino",15.3,"Premier league"
"369",NA,NA,"Memphis Depay","Manchester Utd.","PSV Eindhoven",28.9,"Premier league"
"370",NA,NA,"Anthony Martial","Manchester Utd.","Monaco",42.5,"Premier league"
"371",NA,NA,"Karim Rekik","Marseille","Manchester City",4.25,"Ligue 1"
"372",NA,NA,"Abou Diaby","Marseille","Arsenal",0,"Ligue 1"
"373",NA,NA,"Bouna Sarr","Marseille","FC Metz",1.7,"Ligue 1"
"374",NA,NA,"Georges-Kevin N'Koudou","Marseille","FC Nantes",1.28,"Ligue 1"
"375",NA,NA,"Rolando","Marseille","FC Porto",1.28,"Ligue 1"
"376",NA,NA,"Lucas Ocampos","Marseille","Monaco",6.38,"Ligue 1"
"377",NA,NA,"André Zambo Anguissa","Marseille","Stade Reims U19",0,"Ligue 1"
"378",NA,NA,"Gabriel Boschilia","Monaco","São Paulo",7.7,"Ligue 1"
"379",NA,NA,"Adama Traoré","Monaco","LOSC Lille",11.9,"Ligue 1"
"380",NA,NA,"Rony Lopes","Monaco","Manchester City",10.2,"Ligue 1"
"381",NA,NA,"Jemerson","Monaco","Atlético-MG",9.35,"Ligue 1"
"382",NA,NA,"Ivan Cavaleiro","Monaco","Benfica",12.75,"Ligue 1"
"383",NA,NA,"Adama Traoré","Monaco","LOSC Lille",11.9,"Ligue 1"
"384",NA,NA,"Thomas Lemar","Monaco","SM Caen",3.4,"Ligue 1"
"385",NA,NA,"Guido Carrillo","Monaco","Estudiantes",7.65,"Ligue 1"
"386",NA,NA,"Fabinho","Monaco","Rio Ave FC",5.1,"Ligue 1"
"387",NA,NA,"Allan Saint-Maximin","Monaco","Saint-Étienne",4.25,"Ligue 1"
"388",NA,NA,"Corentin Jean","Monaco","Troyes",3.4,"Ligue 1"
"389",NA,NA,"Farès Bahlouli","Monaco","Olympique Lyon",2.98,"Ligue 1"
"390",NA,NA,"Vágner Love","Monaco","Corinthians",1.28,"Ligue 1"
"391",NA,NA,"Ryad Boudebouz","Montpellier","SC Bastia",1.45,"Ligue 1"
"392",NA,NA,"Casimir Ninga","Montpellier","Mangasport",0.064,"Ligue 1"
"393",NA,NA,"William Rémy","Montpellier","Dijon",0,"Ligue 1"
"394",NA,NA,"Chancel Mbemba","Newcastle","RSC Anderlecht",10.2,"Premier league"
"395",NA,NA,"Jonjo Shelvey","Newcastle","Swansea",13.6,"Premier league"
"396",NA,NA,"Aleksandar Mitrovic","Newcastle","RSC Anderlecht",15.73,"Premier league"
"397",NA,NA,"Ivan Toney","Newcastle","Northampt. Town",0.604,"Premier league"
"398",NA,NA,"Andros Townsend","Newcastle","Spurs",13.35,"Premier league"
"399",NA,NA,"Henri Saivet","Newcastle","G. Bordeaux",5.1,"Premier league"
"400",NA,NA,"Florian Thauvin","Newcastle","Marseille",15.6,"Premier league"
"401",NA,NA,"Georginio Wijnaldum","Newcastle","PSV Eindhoven",17,"Premier league"
"402",NA,NA,"Steven Naismith","Norwich","Everton",9.35,"Premier league"
"403",NA,NA,"Timm Klose","Norwich","VfL Wolfsburg",9.35,"Premier league"
"404",NA,NA,"Robbie Brady","Norwich","Hull City",8.42,"Premier league"
"405",NA,NA,"Graham Dorrans","Norwich","West Brom",3.49,"Premier league"
"406",NA,NA,"Ivo Pinto","Norwich","Dinamo Zagreb",3.15,"Premier league"
"407",NA,NA,"Matt Jarvis","Norwich","West Ham",2.89,"Premier league"
"408",NA,NA,"Youssouf Mulumbu","Norwich","West Brom",0,"Premier league"
"409",NA,NA,"Mickaël Le Bihan","OGC Nice","AC Le Havre",1.28,"Ligue 1"
"410",NA,NA,"Jean Michaël Seri","OGC Nice","Paços Ferreira",0.85,"Ligue 1"
"411",NA,NA,"Rémi Walter","OGC Nice","AS Nancy",0.85,"Ligue 1"
"412",NA,NA,"Maxime Le Marchand","OGC Nice","AC Le Havre",0.51,"Ligue 1"
"413",NA,NA,"Sergi Darder","Olympique Lyon","Málaga CF",11.14,"Ligue 1"
"414",NA,NA,"Mapou Yanga-Mbiwa","Olympique Lyon","AS Roma",7.99,"Ligue 1"
"415",NA,NA,"Claudio Beauvue","Olympique Lyon","Guingamp",5.1,"Ligue 1"
"416",NA,NA,"Mathieu Valbuena","Olympique Lyon","Dinamo Moscow",5.1,"Ligue 1"
"417",NA,NA,"Rafael","Olympique Lyon","Manchester Utd.",2.72,"Ligue 1"
"418",NA,NA,"Lucas Tousart","Olympique Lyon","FC Valenciennes",2.21,"Ligue 1"
"419",NA,NA,"Olivier Kemen","Olympique Lyon","Newcastle U23",0.68,"Ligue 1"
"420",NA,NA,"Jérémy Morel","Olympique Lyon","Marseille",0,"Ligue 1"
"421",NA,NA,"Layvin Kurzawa","Paris SG","Monaco",21.25,"Ligue 1"
"422",NA,NA,"Serge Aurier","Paris SG","Toulouse",8.5,"Ligue 1"
"423",NA,NA,"Benjamin Stambouli","Paris SG","Spurs",7.31,"Ligue 1"
"424",NA,NA,"Gustavo","Paris SG","FC São Paulo B",0,"Ligue 1"
"425",NA,NA,"Ángel Di María","Paris SG","Manchester Utd.",53.55,"Ligue 1"
"426",NA,NA,"Ousseynou Cissé","Rayo Vallecano","Dijon",0,"La Liga"
"427",NA,NA,"Piti","Rayo Vallecano","Granada CF",0,"La Liga"
"428",NA,NA,"Patrick Ebert","Rayo Vallecano","Spartak Moscow",0,"La Liga"
"429",NA,NA,"Razvan Rat","Rayo Vallecano","PAOK Saloniki",0,"La Liga"
"430",NA,NA,"José Antonio Dorado","Rayo Vallecano","Villarreal CF",0,"La Liga"
"431",NA,NA,"Juan Vargas","Real Betis","Fiorentina",0,"La Liga"
"432",NA,NA,"Didier Digard","Real Betis","OGC Nice",0,"La Liga"
"433",NA,NA,"Germán Pezzella","Real Betis","River Plate",1.91,"La Liga"
"434",NA,NA,"Joaquín","Real Betis","Fiorentina",1.28,"La Liga"
"435",NA,NA,"Francisco Portillo","Real Betis","Málaga CF",0.85,"La Liga"
"436",NA,NA,"Petros","Real Betis","Corinthians",1.45,"La Liga"
"437",NA,NA,"Cristiano Piccini","Real Betis","Fiorentina",1.28,"La Liga"
"438",NA,NA,"Heiko Westermann","Real Betis","Hamburger SV",0,"La Liga"
"439",NA,NA,"Rafael van der Vaart","Real Betis","Hamburger SV",0,"La Liga"
"440",NA,NA,"Foued Kadir","Real Betis","Marseille",0.51,"La Liga"
"441",NA,NA,"Amro Tarek","Real Betis","El Gouna",0.255,"La Liga"
"442",NA,NA,"Danilo","Real Madrid","FC Porto",26.78,"La Liga"
"443",NA,NA,"Mateo Kovacic","Real Madrid","Inter",26.35,"La Liga"
"444",NA,NA,"Marco Asensio","Real Madrid","RCD Mallorca",2.98,"La Liga"
"445",NA,NA,"Jesús Vallejo","Real Madrid","Real Zaragoza",4.25,"La Liga"
"446",NA,NA,"Lucas Vázquez","Real Madrid","Espanyol",0.85,"La Liga"
"447",NA,NA,"Jonathas","Real Sociedad","Elche CF",6.12,"La Liga"
"448",NA,NA,"David Concha","Real Sociedad","Racing",0.85,"La Liga"
"449",NA,NA,"Asier Illarramendi","Real Sociedad","Real Madrid",12.75,"La Liga"
"450",NA,NA,"Jaba Kankava","Reims","Dnipro",1.28,"Ligue 1"
"451",NA,NA,"Hassane Kamara","Reims","LB Châteauroux",0,"Ligue 1"
"452",NA,NA,"Hugo Rodriguez","Reims","AC Arles-Avign.",0,"Ligue 1"
"453",NA,NA,"Giovanni Sio","Rennes","FC Basel",1.7,"Ligue 1"
"454",NA,NA,"Ludovic Baal","Rennes","Lens",0,"Ligue 1"
"455",NA,NA,"Yacouba Sylla","Rennes","Aston Villa",1.28,"Ligue 1"
"456",NA,NA,"Mehdi Zeffane","Rennes","Olympique Lyon",0.85,"Ligue 1"
"457",NA,NA,"Kermit Erasmus","Rennes","Orlando Pirates",0.544,"Ligue 1"
"458",NA,NA,"Pedro Mendes","Rennes","Parma",0,"Ligue 1"
"459",NA,NA,"Vincent Pajot","Saint-Étienne","Rennes",0,"Ligue 1"
"460",NA,NA,"Robert Beric","Saint-Étienne","Rapid Vienna",4.68,"Ligue 1"
"461",NA,NA,"Ole Selnaes","Saint-Étienne","Rosenborg BK",2.72,"Ligue 1"
"462",NA,NA,"Oussama Tannane","Saint-Étienne","Heracles Almelo",2.13,"Ligue 1"
"463",NA,NA,"Kévin Théophile-Catherine","Saint-Étienne","Cardiff",1.7,"Ligue 1"
"464",NA,NA,"Alexander Söderlund","Saint-Étienne","Rosenborg BK",1.7,"Ligue 1"
"465",NA,NA,"Nolan Roux","Saint-Étienne","LOSC Lille",1.7,"Ligue 1"
"466",NA,NA,"Neal Maupay","Saint-Étienne","OGC Nice",0.51,"Ligue 1"
"467",NA,NA,"Kévin Malcuit","Saint-Étienne","FC Niort",0.425,"Ligue 1"
"468",NA,NA,"Édgar Barreto","Sampdoria","US Palermo",0,"Serie A"
"469",NA,NA,"Matías Silvestre","Sampdoria","Inter",0,"Serie A"
"470",NA,NA,"Mattia Cassani","Sampdoria","Parma",0,"Serie A"
"471",NA,NA,"Luis Muriel","Sampdoria","Udinese Calcio",8.93,"Serie A"
"472",NA,NA,"Fernando","Sampdoria","Shakhtar D.",6.8,"Serie A"
"473",NA,NA,"Ricardo Álvarez","Sampdoria","Sunderland",0,"Serie A"
"474",NA,NA,"Ervin Zukanovic","Sampdoria","Chievo Verona",2.47,"Serie A"
"475",NA,NA,"Modibo Diakité","Sampdoria","Frosinone",0,"Serie A"
"476",NA,NA,"Oliveira Jefferson","Sampdoria","Vicenza",0,"Serie A"
"477",NA,NA,"Milan Skriniar","Sampdoria","MSK Zilina",0.85,"Serie A"
"478",NA,NA,"Michele Rocca","Sampdoria","Inter U19",0.85,"Serie A"
"479",NA,NA,"Alfred Duncan","Sampdoria","Inter",2.21,"Serie A"
"480",NA,NA,"Lucas Torreira","Sampdoria","Pescara",1.7,"Serie A"
"481",NA,NA,"Niklas Moisander","Sampdoria","AFC Ajax",0,"Serie A"
"482",NA,NA,"Pedro Pereira","Sampdoria","Benfica Youth",0.162,"Serie A"
"483",NA,NA,"Andrea Coda","Sampdoria","Udinese Calcio",0,"Serie A"
"484",NA,NA,"Marcello Trotta","Sassuolo","Avellino",2.38,"Serie A"
"485",NA,NA,"Luca Mazzitelli","Sassuolo","AS Roma",2.98,"Serie A"
"486",NA,NA,"Cristian Dell'Orco","Sassuolo","Parma",0,"Serie A"
"487",NA,NA,"Lorenzo Pellegrini","Sassuolo","Roma U19",1.06,"Serie A"
"488",NA,NA,"Stefano Sensi","Sassuolo","AC Cesena",4.25,"Serie A"
"489",NA,NA,"Grégoire Defrel","Sassuolo","AC Cesena",5.95,"Serie A"
"490",NA,NA,"Domenico Berardi","Sassuolo","Juventus",8.5,"Serie A"
"491",NA,NA,"Giovanni Sbrissa","Sassuolo","Vicenza",0.68,"Serie A"
"492",NA,NA,"Yassine Jebbour","SC Bastia","Montpellier",0,"Ligue 1"
"493",NA,NA,"Romain Saïss","SCO Angers","AC Le Havre",0,"Ligue 1"
"494",NA,NA,"Goran Karanovic","SCO Angers","FC St. Gallen",0,"Ligue 1"
"495",NA,NA,"Mathias Serin","SCO Angers","SO Romorantin",0,"Ligue 1"
"496",NA,NA,"Bilel Mohsni","SCO Angers","Rangers",0,"Ligue 1"
"497",NA,NA,"Slimane Sissoko","SCO Angers","Luçon VF",0,"Ligue 1"
"498",NA,NA,"Cheikh Ndoye","SCO Angers","US Créteil",0,"Ligue 1"
"499",NA,NA,"Yoann Andreu","SCO Angers","G. Ajaccio",0,"Ligue 1"
"500",NA,NA,"Férébory Doré","SCO Angers","Botev Plovdiv",0,"Ligue 1"
"501",NA,NA,"Ismaël Traoré","SCO Angers","Stade Brest 29",0,"Ligue 1"
"502",NA,NA,"Grégory Bourillon","SCO Angers","Reims",0,"Ligue 1"
"503",NA,NA,"Billy Ketkeophomphone","SCO Angers","FC Tours",0,"Ligue 1"
"504",NA,NA,"Pierrick Capelle","SCO Angers","Clermont Foot",0,"Ligue 1"
"505",NA,NA,"Iván Ramis","SD Eibar","Levante UD",0,"La Liga"
"506",NA,NA,"Antonio Luna","SD Eibar","Aston Villa",0,"La Liga"
"507",NA,NA,"Keko","SD Eibar","Albacete",0,"La Liga"
"508",NA,NA,"Adrián González","SD Eibar","Elche CF",0,"La Liga"
"509",NA,NA,"Jon Ansotegi","SD Eibar","Real Sociedad",0,"La Liga"
"510",NA,NA,"Takashi Inui","SD Eibar","E. Frankfurt",0.425,"La Liga"
"511",NA,NA,"Sergi Enrich","SD Eibar","CD Numancia",0,"La Liga"
"512",NA,NA,"Mauro dos Santos","SD Eibar","UD Almería",0,"La Liga"
"513",NA,NA,"Gonzalo Escalante","SD Eibar","Catania",0.85,"La Liga"
"514",NA,NA,"Kike","SD Eibar","Middlesbrough",1.7,"La Liga"
"515",NA,NA,"Mariano","Sevilla FC","G. Bordeaux",2.98,"La Liga"
"516",NA,NA,"Sergio Escudero","Sevilla FC","Getafe CF",2.55,"La Liga"
"517",NA,NA,"Gaël Kakuta","Sevilla FC","Chelsea",5.1,"La Liga"
"518",NA,NA,"Iago Aspas","Sevilla FC","Liverpool",5.1,"La Liga"
"519",NA,NA,"Adil Rami","Sevilla FC","AC Milan",2.98,"La Liga"
"520",NA,NA,"Evgen Konoplyanka","Sevilla FC","Dnipro",0,"La Liga"
"521",NA,NA,"Steven N'Zonzi","Sevilla FC","Stoke City",8.29,"La Liga"
"522",NA,NA,"Fernando Llorente","Sevilla FC","Juventus",0,"La Liga"
"523",NA,NA,"Michael Krohn-Dehli","Sevilla FC","Celta de Vigo",0,"La Liga"
"524",NA,NA,"Ciro Immobile","Sevilla FC","Bor. Dortmund",9.35,"La Liga"
"525",NA,NA,"Syam Ben Youssef","SM Caen","Astra Giurgiu",0,"Ligue 1"
"526",NA,NA,"Andy Delort","SM Caen","Wigan",1.7,"Ligue 1"
"527",NA,NA,"Jeff Louis","SM Caen","Standard Liège",1.7,"Ligue 1"
"528",NA,NA,"Pape Sané","SM Caen","Bourg-en-Bresse",0.765,"Ligue 1"
"529",NA,NA,"Chaker Alhadhur","SM Caen","FC Nantes",0.043,"Ligue 1"
"530",NA,NA,"Christian Kouakou","SM Caen","FC Tours",0.425,"Ligue 1"
"531",NA,NA,"Vincent Bessat","SM Caen","FC Nantes",0,"Ligue 1"
"532",NA,NA,"Florian Le Joncour","SM Caen","Concarneau",0,"Ligue 1"
"533",NA,NA,"Jonathan Delaplace","SM Caen","LOSC Lille",0.51,"Ligue 1"
"534",NA,NA,"Jordan N'Kololo","SM Caen","Clermont Foot",0,"Ligue 1"
"535",NA,NA,"Jordy Clasie","Southampton","Feyenoord",10.2,"Premier league"
"536",NA,NA,"Oriol Romeu","Southampton","Chelsea",5.95,"Premier league"
"537",NA,NA,"Juanmi","Southampton","Málaga CF",5.95,"Premier league"
"538",NA,NA,"Cuco Martina","Southampton","FC Twente",1.28,"Premier league"
"539",NA,NA,"Virgil van Dijk","Southampton","Celtic",13.35,"Premier league"
"540",NA,NA,"Charlie Austin","Southampton","QPR",4.42,"Premier league"
"541",NA,NA,"Cédric Soares","Southampton","Sporting CP",4.68,"Premier league"
"542",NA,NA,"Ognjen Vranjes","Sporting Gijón","Gaziantepspor",0,"La Liga"
"543",NA,NA,"Kevin Wimmer","Spurs","1. FC Köln",5.1,"Premier league"
"544",NA,NA,"Clinton N'Jie","Spurs","Olympique Lyon",11.99,"Premier league"
"545",NA,NA,"Toby Alderweireld","Spurs","Atlético Madrid",13.6,"Premier league"
"546",NA,NA,"Heung-Min Son","Spurs","Bay. Leverkusen",25.5,"Premier league"
"547",NA,NA,"Kieran Trippier","Spurs","Burnley FC",4.17,"Premier league"
"548",NA,NA,"Raffaele Maiello","SSC Napoli","Crotone",1.28,"Serie A"
"549",NA,NA,"Jacopo Dezi","SSC Napoli","Crotone",0.255,"Serie A"
"550",NA,NA,"Elseid Hysaj","SSC Napoli","FC Empoli",4.25,"Serie A"
"551",NA,NA,"Mirko Valdifiori","SSC Napoli","FC Empoli",4.68,"Serie A"
"552",NA,NA,"Allan","SSC Napoli","Udinese Calcio",9.78,"Serie A"
"553",NA,NA,"Alberto Grassi","SSC Napoli","Atalanta",6.8,"Serie A"
"554",NA,NA,"Vlad Chiriches","SSC Napoli","Spurs",5.95,"Serie A"
"555",NA,NA,"Eddy Gnahoré","SSC Napoli","Carrarese",0.128,"Serie A"
"556",NA,NA,"Ibrahim Afellay","Stoke City","FC Barcelona",0,"Premier league"
"557",NA,NA,"Philipp Wollscheid","Stoke City","Bay. Leverkusen",3.23,"Premier league"
"558",NA,NA,"Glen Johnson","Stoke City","Liverpool",0,"Premier league"
