"","name","team.x","transfer.path.origin.club.from","transfer.path.origin.league","transfer.path.origin.transfer.fee","lon_o","lat_o","team.y","transfer.path.destination.club.from","transfer.path.destination.league.x","transfer.path.destination.transfer.fee","transfer.path.destination.lon","transfer.path.destination.lat"
"291","Luis Hernández","Leicester UK","Sporting Gijón","Premier league",0,-5.6386025,43.5347956,"Leicester UK","Sporting Gijón","Premier league",0,-1.1397592,52.6368778
"292","Ahmed Musa","Leicester UK","CSKA Moscow","Premier league",16.58,37.436128,55.817478,"Leicester UK","CSKA Moscow","Premier league",16.58,-1.1397592,52.6368778
"293","Bartosz Kapustka","Leicester UK","Cracovia Kraków","Premier league",7.65,19.9449799,50.0646501,"Leicester UK","Cracovia Kraków","Premier league",7.65,-1.1397592,52.6368778
"294","Nampalys Mendy","Leicester UK","OGC Nice","Premier league",13.18,NA,NA,"Leicester UK","OGC Nice","Premier league",13.18,-1.1397592,52.6368778
"295","Ragnar Klavan","Liverpool UK","FC Augsburg","Premier league",4.25,NA,NA,"Liverpool UK","FC Augsburg","Premier league",4.25,-2.9915726,53.4083714
"296","Georginio Wijnaldum","Liverpool UK","Newcastle","Premier league",23.38,-1.61778,54.978252,"Liverpool UK","Newcastle","Premier league",23.38,-2.9915726,53.4083714
"297","Sadio Mané","Liverpool UK","Southampton","Premier league",35.02,-1.4043509,50.9097004,"Liverpool UK","Southampton","Premier league",35.02,-2.9915726,53.4083714
"298","Joel Matip","Liverpool UK","FC Schalke 04","Premier league",0,NA,NA,"Liverpool UK","FC Schalke 04","Premier league",0,-2.9915726,53.4083714
"299","Éder","LOSC Lille France","Swansea","Ligue 1",3.83,-3.943646,51.62144,"LOSC Lille France","Swansea","Ligue 1",3.83,3.057256,50.62925
"300","Julian Palmieri","LOSC Lille France","SC Bastia","Ligue 1",0,-80.8614958,35.0383688,"LOSC Lille France","SC Bastia","Ligue 1",0,3.057256,50.62925
"301","Jony","Málaga CF Spain","Sporting Gijón","La Liga",0,-5.6386025,43.5347956,NA,NA,NA,NA,NA,NA
"302","Miguel Cifuentes","Málaga CF Spain","Elche CF","La Liga",0,-0.6690555,38.2645632,NA,NA,NA,NA,NA,NA
"303","Mikel Villanueva","Málaga CF Spain","Deportivo Lara","La Liga",0.255,-97.4273474,20.5108831,NA,NA,NA,NA,NA,NA
"304","Keko","Málaga CF Spain","SD Eibar","La Liga",4.25,NA,NA,NA,NA,NA,NA,NA,NA
"305","Sandro Ramírez","Málaga CF Spain","FC Barcelona","La Liga",0,2.1178229,41.3806915,NA,NA,NA,NA,NA,NA
"306","Bakary Koné","Málaga CF Spain","Olympique Lyon","La Liga",0.68,-87.7962098,41.7304326,NA,NA,NA,NA,NA,NA
"307","Michael Santos","Málaga CF Spain","River Plate","La Liga",3.4,-56.741207,-35.1944557,NA,NA,NA,NA,NA,NA
"308","John Stones","Manchester City UK","Everton","Premier league",47.26,-93.702428,37.3425477,"Manchester City UK","Everton","Premier league",47.26,-2.2426305,53.4807593
"309","Nolito","Manchester City UK","Celta de Vigo","Premier league",15.3,-90.6163146,19.7894724,"Manchester City UK","Celta de Vigo","Premier league",15.3,-2.2426305,53.4807593
"310","Aaron Mooy","Manchester City UK","Melbourne City","Premier league",0,-80.6081089,28.0836269,"Manchester City UK","Melbourne City","Premier league",0,-2.2426305,53.4807593
"311","Pablo Marí","Manchester City UK","Gimnàstic","Premier league",0.17,-0.5222117,38.404561,"Manchester City UK","Gimnàstic","Premier league",0.17,-2.2426305,53.4807593
"312","Leroy Sané","Manchester City UK","FC Schalke 04","Premier league",42.5,NA,NA,"Manchester City UK","FC Schalke 04","Premier league",42.5,-2.2426305,53.4807593
"313","Oleksandr Zinchenko","Manchester City UK","Ufa","Premier league",1.7,55.9720554,54.7387621,"Manchester City UK","Ufa","Premier league",1.7,-2.2426305,53.4807593
"314","Ilkay Gündogan","Manchester City UK","Bor. Dortmund","Premier league",22.95,7.3714033,51.4918469,"Manchester City UK","Bor. Dortmund","Premier league",22.95,-2.2426305,53.4807593
"315","Marlos Moreno","Manchester City UK","Atl. Nacional","Premier league",4.68,-67.1107365,-17.9617328,"Manchester City UK","Atl. Nacional","Premier league",4.68,-2.2426305,53.4807593
"316","Gabriel Jesus","Manchester City UK","Palmeiras","Premier league",27.2,-43.97962,-19.9708055,"Manchester City UK","Palmeiras","Premier league",27.2,-2.2426305,53.4807593
"317","Zlatan Ibrahimovic","Manchester Utd UK","Paris SG","Premier league",0,2.3350238,48.8533958,"Manchester Utd UK","Paris SG","Premier league",0,-2.2906546,53.4622546
"318","Eric Bailly","Manchester Utd UK","Villarreal CF","Premier league",32.3,-0.1165001,39.9391986,"Manchester Utd UK","Villarreal CF","Premier league",32.3,-2.2906546,53.4622546
"319","Henrikh Mkhitaryan","Manchester Utd UK","Bor. Dortmund","Premier league",35.7,7.3714033,51.4918469,"Manchester Utd UK","Bor. Dortmund","Premier league",35.7,-2.2906546,53.4622546
"320","Paul Pogba","Manchester Utd UK","Juventus","Premier league",89.25,-100.363932,25.733185,"Manchester Utd UK","Juventus","Premier league",89.25,-2.2906546,53.4622546
"321","Rémy Cabella","Marseille France","Newcastle","Ligue 1",6.8,-1.61778,54.978252,"Marseille France","Newcastle","Ligue 1",6.8,5.36978,43.296482
"322","Tomas Hubocan","Marseille France","Dinamo Moscow","Ligue 1",1.02,37.5595953,55.7891159,"Marseille France","Dinamo Moscow","Ligue 1",1.02,5.36978,43.296482
"323","Saîf-Eddine Khaoui","Marseille France","FC Tours","Ligue 1",0.85,6.1591743,49.5756795,"Marseille France","FC Tours","Ligue 1",0.85,5.36978,43.296482
"324","Henri Bedimo","Marseille France","Olympique Lyon","Ligue 1",0,-87.7962098,41.7304326,"Marseille France","Olympique Lyon","Ligue 1",0,5.36978,43.296482
"325","Hiroki Sakai","Marseille France","Hannover 96","Ligue 1",0,-70.8273689,42.118527,"Marseille France","Hannover 96","Ligue 1",0,5.36978,43.296482
"326","Viktor Fischer","Middlesbrough UK","AFC Ajax","Premier league",4.25,NA,NA,"Middlesbrough UK","AFC Ajax","Premier league",4.25,-1.234956,54.574227
"327","Antonio Barragán","Middlesbrough UK","Valencia CF","Premier league",2.3,-0.5104759,39.0643597,"Middlesbrough UK","Valencia CF","Premier league",2.3,-1.234956,54.574227
"328","Fábio","Middlesbrough UK","Cardiff","Premier league",1.96,-3.17909,51.481581,"Middlesbrough UK","Cardiff","Premier league",1.96,-1.234956,54.574227
"329","Bernardo Espinosa","Middlesbrough UK","Sporting Gijón","Premier league",0,-5.6386025,43.5347956,"Middlesbrough UK","Sporting Gijón","Premier league",0,-1.234956,54.574227
"330","Marten de Roon","Middlesbrough UK","Atalanta","Premier league",12.75,-49.7793508,-27.4224135,"Middlesbrough UK","Atalanta","Premier league",12.75,-1.234956,54.574227
"331","Youssef Aït Bennasser","Monaco France","AS Nancy","Ligue 1",2.55,72.8495366,19.22594,"Monaco France","AS Nancy","Ligue 1",2.55,7.420816,43.737411
"332","Djibril Sidibé","Monaco France","LOSC Lille","Ligue 1",12.75,3.057256,50.62925,"Monaco France","LOSC Lille","Ligue 1",12.75,7.420816,43.737411
"333","Benjamin Mendy","Monaco France","Marseille","Ligue 1",11.05,5.36978,43.296482,"Monaco France","Marseille","Ligue 1",11.05,7.420816,43.737411
"334","Kamil Glik","Monaco France","Torino","Ligue 1",9.35,7.6868565,45.070312,"Monaco France","Torino","Ligue 1",9.35,7.420816,43.737411
"335","Wylan Cyprien","Nice OGC France","Lens","Ligue 1",4.25,2.83183,50.42893,"Nice OGC France","Lens","Ligue 1",4.25,43.683284,7.197926
"336","Arnaud Lusamba","Nice OGC France","AS Nancy","Ligue 1",2.13,72.8495366,19.22594,"Nice OGC France","AS Nancy","Ligue 1",2.13,43.683284,7.197926
"337","Dante","Nice OGC France","VfL Wolfsburg","Ligue 1",2.13,10.7979685,52.4257066,"Nice OGC France","VfL Wolfsburg","Ligue 1",2.13,43.683284,7.197926
"338","Dalbert","Nice OGC France","Vit. Guimarães","Ligue 1",1.7,-35.2946633,-8.1091303,"Nice OGC France","Vit. Guimarães","Ligue 1",1.7,43.683284,7.197926
"339","Arnaud Souquet","Nice OGC France","Dijon","Ligue 1",1.06,5.04148,47.322047,"Nice OGC France","Dijon","Ligue 1",1.06,43.683284,7.197926
"340","Paul Baysse","Nice OGC France","Saint-Étienne","Ligue 1",0.425,4.3871779,45.439695,"Nice OGC France","Saint-Étienne","Ligue 1",0.425,43.683284,7.197926
"341","Mario Balotelli","Nice OGC France","Liverpool","Ligue 1",0,-2.9915726,53.4083714,"Nice OGC France","Liverpool","Ligue 1",0,43.683284,7.197926
"342","Emanuel Mammana","Olympique Lyon France","River Plate","Ligue 1",6.38,-56.741207,-35.1944557,"Olympique Lyon France","River Plate","Ligue 1",6.38,4.9767765,45.7690226
"343","Jean-Philippe Mateta","Olympique Lyon France","LB Châteauroux","Ligue 1",2.55,1.686779,46.811434,"Olympique Lyon France","LB Châteauroux","Ligue 1",2.55,4.9767765,45.7690226
"344","Nicolas N'Koulou","Olympique Lyon France","Marseille","Ligue 1",0,5.36978,43.296482,"Olympique Lyon France","Marseille","Ligue 1",0,4.9767765,45.7690226
"345","Maciej Rybus","Olympique Lyon France","Terek Grozny","Ligue 1",0,NA,NA,"Olympique Lyon France","Terek Grozny","Ligue 1",0,4.9767765,45.7690226
"346","Grzegorz Krychowiak","Paris SG France","Sevilla FC","Ligue 1",28.56,-109.9259886,27.4907255,"Paris SG France","Sevilla FC","Ligue 1",28.56,2.3350238,48.8533958
"347","Jesé","Paris SG France","Real Madrid","Ligue 1",21.25,-99.136043,19.2932645,"Paris SG France","Real Madrid","Ligue 1",21.25,2.3350238,48.8533958
"348","Giovani Lo Celso","Paris SG France","CA Rosario","Ligue 1",8.5,-117.6544499,33.5655301,"Paris SG France","CA Rosario","Ligue 1",8.5,2.3350238,48.8533958
"349","Thomas Meunier","Paris SG France","Club Brugge","Ligue 1",5.95,NA,NA,"Paris SG France","Club Brugge","Ligue 1",5.95,2.3350238,48.8533958
"350","Hatem Ben Arfa","Paris SG France","OGC Nice","Ligue 1",0,NA,NA,"Paris SG France","OGC Nice","Ligue 1",0,2.3350238,48.8533958
"351","Antonio Mazzotta","Pescara Italy","AC Cesena","Serie A",0.298,12.2385741,44.1444936,"Pescara Italy","AC Cesena","Serie A",0.298,14.2160898,42.4617902
"352","Alessandro Crescenzi","Pescara Italy","AS Roma","Serie A",0.255,-58.5214952,-34.6284822,"Pescara Italy","AS Roma","Serie A",0.255,14.2160898,42.4617902
"353","Alessio Di Massimo","Pescara Italy","Sant'Omero","Serie A",0.255,13.8054287,42.785078,"Pescara Italy","Sant'Omero","Serie A",0.255,14.2160898,42.4617902
"354","Andrea Coda","Pescara Italy","Sampdoria","Serie A",0.17,-100.7169119,20.0188739,"Pescara Italy","Sampdoria","Serie A",0.17,14.2160898,42.4617902
"355","Simone Pepe","Pescara Italy","Chievo Verona","Serie A",0,10.9466529,45.4575193,"Pescara Italy","Chievo Verona","Serie A",0,14.2160898,42.4617902
"356","Alessandro Polidori","Pescara Italy","AC Rimini","Serie A",0,NA,NA,"Pescara Italy","AC Rimini","Serie A",0,14.2160898,42.4617902
"357","Cristiano Biraghi","Pescara Italy","Inter","Serie A",3.4,-89.6412899,20.9544631,"Pescara Italy","Inter","Serie A",3.4,14.2160898,42.4617902
"358","Valerio Verre","Pescara Italy","Udinese Calcio","Serie A",3.4,13.2056341,46.0408771,"Pescara Italy","Udinese Calcio","Serie A",3.4,14.2160898,42.4617902
"359","Ahmad Benali","Pescara Italy","US Palermo","Serie A",0.85,-121.5380243,39.4354432,"Pescara Italy","US Palermo","Serie A",0.85,14.2160898,42.4617902
"360","Stefano Pettinari","Pescara Italy","AS Roma","Serie A",0.34,-58.5214952,-34.6284822,"Pescara Italy","AS Roma","Serie A",0.34,14.2160898,42.4617902
"361","Alberto Aquilani","Pescara Italy","Sporting CP","Serie A",0,-76.9714224,40.2313116,"Pescara Italy","Sporting CP","Serie A",0,14.2160898,42.4617902
"362","Francesco Nicastro","Pescara Italy","Juve Stabia","Serie A",0,NA,NA,"Pescara Italy","Juve Stabia","Serie A",0,14.2160898,42.4617902
"363","Oliver Burke","RB Leipzig Germany","Nottm Forest","Bundesliga",12.75,-94.7096476,38.9059719,"RB Leipzig Germany","Nottm Forest","Bundesliga",12.75,12.3515611,51.3461081
"364","Timo Werner","RB Leipzig Germany","VfB Stuttgart","Bundesliga",8.5,NA,NA,"RB Leipzig Germany","VfB Stuttgart","Bundesliga",8.5,12.3515611,51.3461081
"365","Bernardo","RB Leipzig Germany","RB Salzburg","Bundesliga",5.1,13.000092,47.815426,"RB Leipzig Germany","RB Salzburg","Bundesliga",5.1,12.3515611,51.3461081
"366","Benno Schmitz","RB Leipzig Germany","RB Salzburg","Bundesliga",0.68,13.000092,47.815426,"RB Leipzig Germany","RB Salzburg","Bundesliga",0.68,12.3515611,51.3461081
"367","Naby Keïta","RB Leipzig Germany","RB Salzburg","Bundesliga",12.75,13.000092,47.815426,"RB Leipzig Germany","RB Salzburg","Bundesliga",12.75,12.3515611,51.3461081
"368","Riza Durmisi","Real Betis Sevilla Spain","Bröndby IF","La Liga",1.7,NA,NA,"Real Betis Sevilla Spain","Bröndby IF","La Liga",1.7,-5.9844589,37.3890924
"369","Jonas Martin","Real Betis Sevilla Spain","Montpellier","La Liga",2.55,3.876716,43.610769,"Real Betis Sevilla Spain","Montpellier","La Liga",2.55,-5.9844589,37.3890924
"370","Roman Zozulya","Real Betis Sevilla Spain","Dnipro","La Liga",0,35.046183,48.464717,"Real Betis Sevilla Spain","Dnipro","La Liga",0,-5.9844589,37.3890924
"371","Aïssa Mandi","Real Betis Sevilla Spain","Reims","La Liga",3.4,4.031696,49.258329,"Real Betis Sevilla Spain","Reims","La Liga",3.4,-5.9844589,37.3890924
"372","Felipe Gutiérrez","Real Betis Sevilla Spain","FC Twente","La Liga",2.98,NA,NA,"Real Betis Sevilla Spain","FC Twente","La Liga",2.98,-5.9844589,37.3890924
"373","Antonio Sanabria","Real Betis Sevilla Spain","AS Roma","La Liga",6.38,-58.5214952,-34.6284822,"Real Betis Sevilla Spain","AS Roma","La Liga",6.38,-5.9844589,37.3890924
"374","Darko Brasanac","Real Betis Sevilla Spain","Partizan","La Liga",1.28,131.9594688,43.6917713,"Real Betis Sevilla Spain","Partizan","La Liga",1.28,-5.9844589,37.3890924
"375","Álvaro Morata","Real Madrid Spain","Juventus","La Liga",25.5,-100.363932,25.733185,"Real Madrid Spain","Juventus","La Liga",25.5,-3.7388727,40.3626461
"376","Willian José","Real Sociedad Spain","Maldonado","La Liga",5.1,-54.9207695,-34.7905524,"Real Sociedad Spain","Maldonado","La Liga",5.1,-1.9748447,43.3081034
"377","Juanmi","Real Sociedad Spain","Southampton","La Liga",4.25,-1.4043509,50.9097004,"Real Sociedad Spain","Southampton","La Liga",4.25,-1.9748447,43.3081034
"378","Ramy Bensebaini","Rennes France","Paradou AC","Ligue 1",1.7,NA,NA,"Rennes France","Paradou AC","Ligue 1",1.7,-1.6777926,48.117266
"379","Afonso Figueiredo","Rennes France","Boavista","Ligue 1",0.23,-22.8078335,16.0950108,"Rennes France","Boavista","Ligue 1",0.23,-1.6777926,48.117266
"380","Clément Chantôme","Rennes France","G. Bordeaux","Ligue 1",0,-0.57918,44.837789,"Rennes France","G. Bordeaux","Ligue 1",0,-1.6777926,48.117266
"381","Anthony Ribelin","Rennes France","HSC Montpellier B","Ligue 1",0,NA,NA,"Rennes France","HSC Montpellier B","Ligue 1",0,-1.6777926,48.117266
"382","Bryan Dabo","Saint-Étienne France","Montpellier","Ligue 1",3.4,3.876716,43.610769,NA,NA,NA,NA,NA,NA
"383","Léo Lacroix","Saint-Étienne France","FC Sion","Ligue 1",2.55,-6.5030396,53.3655799,NA,NA,NA,NA,NA,NA
"384","Cheikh M'Bengue","Saint-Étienne France","Rennes","Ligue 1",0,-1.6777926,48.117266,NA,NA,NA,NA,NA,NA
"385","Stanley Amuzie","Sampdoria Italy","Olhanense","Serie A",0,-46.3472089,-23.9625591,"Sampdoria Italy","Olhanense","Serie A",0,8.9526748,44.4155383
"386","Bambo Diaby","Sampdoria Italy","Cornellà Jugend","Serie A",0,NA,NA,"Sampdoria Italy","Cornellà Jugend","Serie A",0,8.9526748,44.4155383
"387","Dennis Praet","Sampdoria Italy","RSC Anderlecht","Serie A",8.5,NA,NA,"Sampdoria Italy","RSC Anderlecht","Serie A",8.5,8.9526748,44.4155383
"388","Jacopo Sala","Sampdoria Italy","Hellas Verona","Serie A",4.25,NA,NA,"Sampdoria Italy","Hellas Verona","Serie A",4.25,8.9526748,44.4155383
"389","Leonardo Capezzi","Sampdoria Italy","Crotone","Serie A",0.85,17.1271102,39.0807932,"Crotone Italy","Fiorentina","Serie A",0.68,17.1271102,39.0807932
"390","Leonardo Capezzi","Sampdoria Italy","Crotone","Serie A",0.85,17.1271102,39.0807932,"Sampdoria Italy","Crotone","Serie A",0.85,8.9526748,44.4155383
"391","Antonio Palumbo","Sampdoria Italy","Ternana","Serie A",0.595,12.8465236,42.4408552,"Sampdoria Italy","Ternana","Serie A",0.595,8.9526748,44.4155383
"392","Karol Linetty","Sampdoria Italy","Lech Poznan","Serie A",2.72,NA,NA,"Sampdoria Italy","Lech Poznan","Serie A",2.72,8.9526748,44.4155383
"393","Fabio Quagliarella","Sampdoria Italy","Torino","Serie A",2.3,7.6868565,45.070312,"Sampdoria Italy","Torino","Serie A",2.3,8.9526748,44.4155383
"394","Daniel Pavlovic","Sampdoria Italy","Grasshoppers","Serie A",0,-95.4987565,39.5838828,"Sampdoria Italy","Grasshoppers","Serie A",0,8.9526748,44.4155383
"395","Luca Cigarini","Sampdoria Italy","Atalanta","Serie A",2.98,-49.7793508,-27.4224135,"Sampdoria Italy","Atalanta","Serie A",2.98,8.9526748,44.4155383
"396","Patrik Schick","Sampdoria Italy","Sparta Praha","Serie A",3.4,NA,NA,"Sampdoria Italy","Sparta Praha","Serie A",3.4,8.9526748,44.4155383
"397","Ante Budimir","Sampdoria Italy","Crotone","Serie A",1.53,17.1271102,39.0807932,"Crotone Italy","FC St. Pauli","Serie A",0.85,17.1271102,39.0807932
"398","Ante Budimir","Sampdoria Italy","Crotone","Serie A",1.53,17.1271102,39.0807932,"Sampdoria Italy","Crotone","Serie A",1.53,8.9526748,44.4155383
"399","Gianmarco Ferrari","Sassuolo Italy","Crotone","Serie A",3.4,17.1271102,39.0807932,"Sassuolo Italy","Crotone","Serie A",3.4,10.7847741,44.54433
"400","Antonino Ragusa","Sassuolo Italy","AC Cesena","Serie A",1.96,12.2385741,44.1444936,"Sassuolo Italy","AC Cesena","Serie A",1.96,10.7847741,44.54433
"401","Alfred Duncan","Sassuolo Italy","Sampdoria","Serie A",5.1,-100.7169119,20.0188739,"Sassuolo Italy","Sampdoria","Serie A",5.1,10.7847741,44.54433
"402","Timo Letschert","Sassuolo Italy","FC Utrecht","Serie A",2.98,5.138643,52.0968554,"Sassuolo Italy","FC Utrecht","Serie A",2.98,10.7847741,44.54433
"403","Matteo Politano","Sassuolo Italy","AS Roma","Serie A",2.98,-58.5214952,-34.6284822,"Sassuolo Italy","AS Roma","Serie A",2.98,10.7847741,44.54433
"404","Pietro Iemmello","Sassuolo Italy","Spezia Calcio","Serie A",1.96,9.7994789,44.0727813,"Sassuolo Italy","Spezia Calcio","Serie A",1.96,10.7847741,44.54433
"405","Alessandro Matri","Sassuolo Italy","AC Milan","Serie A",0,6.2230139,50.7654394,"Sassuolo Italy","AC Milan","Serie A",0,10.7847741,44.54433
"406","Jerson Cabral","SC Bastia France","FC Twente","Ligue 1",0,NA,NA,"SC Bastia France","FC Twente","Ligue 1",0,9.450881,42.697283
"407","Thievy Bifouma","SC Bastia France","Espanyol","Ligue 1",0,2.641692,39.6293694,"SC Bastia France","Espanyol","Ligue 1",0,9.450881,42.697283
"408","Farid Boulaya","SC Bastia France","Clermont Foot","Ligue 1",0.213,-121.0715463,38.6832563,"SC Bastia France","Clermont Foot","Ligue 1",0.213,9.450881,42.697283
"409","Janik Haberer","SC Freiburg Germany","TSG Hoffenheim","Bundesliga",1.7,NA,NA,"SC Freiburg Germany","TSG Hoffenheim","Bundesliga",1.7,8.274477,48.084436
"410","Onur Bulut","SC Freiburg Germany","VfL Bochum","Bundesliga",1.02,NA,NA,"SC Freiburg Germany","VfL Bochum","Bundesliga",1.02,8.274477,48.084436
"411","Manuel Gulde","SC Freiburg Germany","Karlsruher SC","Bundesliga",1.02,8.4145779,49.0168232,"SC Freiburg Germany","Karlsruher SC","Bundesliga",1.02,8.274477,48.084436
"412","Jonas Meffert","SC Freiburg Germany","Bay. Leverkusen","Bundesliga",1.02,6.9946126,51.0157534,"Bay Leverkusen Germany","Karlsruher SC","Bundesliga",0.51,6.9946126,51.0157534
"413","Jonas Meffert","SC Freiburg Germany","Bay. Leverkusen","Bundesliga",1.02,6.9946126,51.0157534,"SC Freiburg Germany","Bay. Leverkusen","Bundesliga",1.02,8.274477,48.084436
"414","Aleksandar Ignjovski","SC Freiburg Germany","E. Frankfurt","Bundesliga",0.638,8.6821267,50.1109221,"SC Freiburg Germany","E. Frankfurt","Bundesliga",0.638,8.274477,48.084436
"415","Georg Niedermeier","SC Freiburg Germany","VfB Stuttgart","Bundesliga",0,NA,NA,"SC Freiburg Germany","VfB Stuttgart","Bundesliga",0,8.274477,48.084436
"416","Caglar Söyüncü","SC Freiburg Germany","Altinordu","Bundesliga",2.13,27.1430197,38.4199427,"SC Freiburg Germany","Altinordu","Bundesliga",2.13,8.274477,48.084436
"417","Karl Toko Ekambi","SCO Angers France","FC Sochaux","Ligue 1",0.85,NA,NA,"SCO Angers France","FC Sochaux","Ligue 1",0.85,-0.563166,47.478419
"418","Yoane Wissa","SCO Angers France","LB Châteauroux","Ligue 1",0,1.686779,46.811434,"SCO Angers France","LB Châteauroux","Ligue 1",0,-0.563166,47.478419
"419","Famara Diédhiou","SCO Angers France","Clermont Foot","Ligue 1",1.36,-121.0715463,38.6832563,"SCO Angers France","Clermont Foot","Ligue 1",1.36,-0.563166,47.478419
"420","Pablo Martinez","SCO Angers France","G. Ajaccio","Ligue 1",0,8.738635,41.919229,"SCO Angers France","G. Ajaccio","Ligue 1",0,-0.563166,47.478419
"421","Flavien Tait","SCO Angers France","LB Châteauroux","Ligue 1",0,1.686779,46.811434,"SCO Angers France","LB Châteauroux","Ligue 1",0,-0.563166,47.478419
"422","Mateo Pavlovic","SCO Angers France","Werder Bremen","Ligue 1",0,8.809285,53.0696545,"SCO Angers France","Werder Bremen","Ligue 1",0,-0.563166,47.478419
"423","Baptiste Santamaría","SCO Angers France","FC Tours","Ligue 1",0.425,6.1591743,49.5756795,"SCO Angers France","FC Tours","Ligue 1",0.425,-0.563166,47.478419
"424","Florian Lejeune","SD Eibar Spain","Manchester City","La Liga",1.28,-71.4547891,42.9956397,"SD Eibar Spain","Manchester City","La Liga",1.28,-2.4715422,43.1832096
"425","Jon Ander  Amelibia ","SD Eibar Spain","Bilbao Athletic","La Liga",0,-2.7530628,43.298455,"SD Eibar Spain","Bilbao Athletic","La Liga",0,-2.4715422,43.1832096
"426","Bebé","SD Eibar Spain","Benfica","La Liga",1.28,-43.2397455,-22.8926246,"SD Eibar Spain","Benfica","La Liga",1.28,-2.4715422,43.1832096
"427","Nano","SD Eibar Spain","CD Tenerife","La Liga",2.72,-16.2518467,28.4636296,"SD Eibar Spain","CD Tenerife","La Liga",2.72,-2.4715422,43.1832096
"428","Jordi Calavera","SD Eibar Spain","Gimnàstic","La Liga",0,-0.5222117,38.404561,"SD Eibar Spain","Gimnàstic","La Liga",0,-2.4715422,43.1832096
"429","Juanfran","SD Eibar Spain","Villanovense","La Liga",0,NA,NA,"SD Eibar Spain","Villanovense","La Liga",0,-2.4715422,43.1832096
"430","Juanfran","SD Eibar Spain","Villanovense","La Liga",0,NA,NA,"SD Eibar Spain","Villanovense","La Liga",0,-2.4715422,43.1832096
"431","Alejandro Gálvez","SD Eibar Spain","Werder Bremen","La Liga",1.28,8.809285,53.0696545,"SD Eibar Spain","Werder Bremen","La Liga",1.28,-2.4715422,43.1832096
"432","Anaitz Arbilla","SD Eibar Spain","Espanyol","La Liga",0.595,2.641692,39.6293694,"SD Eibar Spain","Espanyol","La Liga",0.595,-2.4715422,43.1832096
"433","Pedro León","SD Eibar Spain","Getafe CF","La Liga",0,NA,NA,"SD Eibar Spain","Getafe CF","La Liga",0,-2.4715422,43.1832096
"434","Pere Milla","SD Eibar Spain","UD Logroñés","La Liga",0,NA,NA,"SD Eibar Spain","UD Logroñés","La Liga",0,-2.4715422,43.1832096
"435","Rubén Peña","SD Eibar Spain","CD Leganés","La Liga",0,-3.7686545,40.3319506,"SD Eibar Spain","CD Leganés","La Liga",0,-2.4715422,43.1832096
"436","Juanfran","SD Eibar Spain","Villanovense","La Liga",0,NA,NA,"SD Eibar Spain","Villanovense","La Liga",0,-2.4715422,43.1832096
