"","name","team.x","transfer.path.origin.club.from","transfer.path.origin.league","transfer.path.origin.transfer.fee","lon_o","lat_o","team.y","transfer.path.destination.club.from","transfer.path.destination.league.x","transfer.path.destination.transfer.fee","transfer.path.destination.lon","transfer.path.destination.lat"
"437","Juanfran","SD Eibar Spain","Villanovense","La Liga",0,NA,NA,"SD Eibar Spain","Villanovense","La Liga",0,-2.4715422,43.1832096
"438","Roger Escoruela","SD Eibar Spain","CF Gavà","La Liga",0,NA,NA,"SD Eibar Spain","CF Gavà","La Liga",0,-2.4715422,43.1832096
"439","Unai Elgezabal","SD Eibar Spain","Barakaldo CF ","La Liga",0,NA,NA,"SD Eibar Spain","Barakaldo CF ","La Liga",0,-2.4715422,43.1832096
"440","Franco Vázquez","Sevilla Fútbol Club Spain","US Palermo","La Liga",12.75,-121.5380243,39.4354432,NA,NA,NA,NA,NA,NA
"441","Pablo Sarabia","Sevilla Fútbol Club Spain","Getafe CF","La Liga",0.85,NA,NA,NA,NA,NA,NA,NA,NA
"442","Ganso","Sevilla Fútbol Club Spain","São Paulo","La Liga",8.08,-46.6333094,-23.5505199,NA,NA,NA,NA,NA,NA
"443","Joaquín Correa","Sevilla Fútbol Club Spain","Sampdoria","La Liga",11.05,-100.7169119,20.0188739,NA,NA,NA,NA,NA,NA
"444","Gabriel Mercado","Sevilla Fútbol Club Spain","River Plate","La Liga",1.87,-56.741207,-35.1944557,NA,NA,NA,NA,NA,NA
"445","Wissam Ben Yedder","Sevilla Fútbol Club Spain","Toulouse","La Liga",7.65,1.444209,43.604652,NA,NA,NA,NA,NA,NA
"446","Hiroshi Kiyotake","Sevilla Fútbol Club Spain","Hannover 96","La Liga",5.53,-70.8273689,42.118527,NA,NA,NA,NA,NA,NA
"447","Ronny Rodelin","Stade Malherbe Caen France","LOSC Lille","Ligue 1",0.85,3.057256,50.62925,"Stade Malherbe Caen France","LOSC Lille","Ligue 1",0.85,-0.370679,49.182863
"448","Ivan Santini","Stade Malherbe Caen France","Standard Liège","Ligue 1",2.13,5.545162,50.610246,"Stade Malherbe Caen France","Standard Liège","Ligue 1",2.13,-0.370679,49.182863
"449","Steed Malbranque","Stade Malherbe Caen France","Olympique Lyon","Ligue 1",0,-87.7962098,41.7304326,"Stade Malherbe Caen France","Olympique Lyon","Ligue 1",0,-0.370679,49.182863
"450","Mouhamadou Dabo","Stade Malherbe Caen France","Troyes","Ligue 1",0,4.0744009,48.2973451,"Stade Malherbe Caen France","Troyes","Ligue 1",0,-0.370679,49.182863
"451","Ismaël Diomandé","Stade Malherbe Caen France","Saint-Étienne","Ligue 1",0.638,4.3871779,45.439695,"Stade Malherbe Caen France","Saint-Étienne","Ligue 1",0.638,-0.370679,49.182863
"452","Sofiane Boufal","Southampton UK","LOSC Lille","Premier league",15.9,3.057256,50.62925,"Southampton UK","LOSC Lille","Premier league",15.9,-1.4043509,50.9097004
"453","Pierre-Emile Höjbjerg","Southampton UK","Bayern Munich ","Premier league",12.75,11.5819806,48.1351253,"Southampton UK","Bayern Munich ","Premier league",12.75,-1.4043509,50.9097004
"454","Nathan Redmond","Southampton UK","Norwich","Premier league",11.48,1.297355,52.6308859,"Southampton UK","Norwich","Premier league",11.48,-1.4043509,50.9097004
"455","Jérémy Pied","Southampton UK","OGC Nice","Premier league",0,NA,NA,"Southampton UK","OGC Nice","Premier league",0,-1.4043509,50.9097004
"456","Lillo Castellano","Sporting Gijón Spain","SD Eibar","La Liga",0,NA,NA,NA,NA,NA,NA,NA,NA
"457","Fernando Amorebieta","Sporting Gijón Spain","Fulham FC","La Liga",0.255,-0.2470864,51.3912756,NA,NA,NA,NA,NA,NA
"458","Xavi Torres","Sporting Gijón Spain","Real Betis","La Liga",0,-103.4456539,20.7908698,NA,NA,NA,NA,NA,NA
"459","Jean-Sylvain Babin","Sporting Gijón Spain","Granada CF","La Liga",0,-3.0106774,36.7460566,NA,NA,NA,NA,NA,NA
"460","Moi Gómez","Sporting Gijón Spain","Villarreal CF","La Liga",0,-0.1165001,39.9391986,NA,NA,NA,NA,NA,NA
"461","Víctor Rodríguez","Sporting Gijón Spain","Elche CF","La Liga",0,-0.6690555,38.2645632,NA,NA,NA,NA,NA,NA
"462","Borja Viguera","Sporting Gijón Spain","Athletic Bilbao","La Liga",0,-2.7530628,43.298455,NA,NA,NA,NA,NA,NA
"463","Vincent Janssen","Spurs UK","AZ Alkmaar","Premier league",18.79,4.7601215,52.62921,"Spurs UK","AZ Alkmaar","Premier league",18.79,-2.229091,53.3495191
"464","Georges-Kevin N'Koudou","Spurs UK","Marseille","Premier league",9.35,5.36978,43.296482,"Spurs UK","Marseille","Premier league",9.35,-2.229091,53.3495191
"465","Victor Wanyama","Spurs UK","Southampton","Premier league",12.24,-1.4043509,50.9097004,"Spurs UK","Southampton","Premier league",12.24,-2.229091,53.3495191
"466","Moussa Sissoko","Spurs UK","Newcastle","Premier league",29.75,-1.61778,54.978252,"Spurs UK","Newcastle","Premier league",29.75,-2.229091,53.3495191
"467","Emanuele Giaccherini","SSC Napoli Italy","Sunderland","Serie A",1.28,-1.383801,54.906869,"SSC Napoli Italy","Sunderland","Serie A",1.28,14.2681244,40.8517746
"468","Amadou Diawara","SSC Napoli Italy","Bologna","Serie A",12.33,11.3426163,44.494887,"SSC Napoli Italy","Bologna","Serie A",12.33,14.2681244,40.8517746
"469","Lorenzo Tonelli","SSC Napoli Italy","FC Empoli","Serie A",8.5,12.2253049,44.1325193,"SSC Napoli Italy","FC Empoli","Serie A",8.5,14.2681244,40.8517746
"470","Arkadiusz Milik","SSC Napoli Italy","AFC Ajax","Serie A",27.2,NA,NA,"SSC Napoli Italy","AFC Ajax","Serie A",27.2,14.2681244,40.8517746
"471","Piotr Zielinski","SSC Napoli Italy","Udinese Calcio","Serie A",11.9,13.2056341,46.0408771,"SSC Napoli Italy","Udinese Calcio","Serie A",11.9,14.2681244,40.8517746
"472","Joe Allen","Stoke City UK","Liverpool","Premier league",13.18,-2.9915726,53.4083714,"Stoke City UK","Liverpool","Premier league",13.18,-2.179404,53.002668
"473","Ryan Sweeney","Stoke City UK","AFC Wimbledon","Premier league",0.25,-0.2838047,51.4046999,"Stoke City UK","AFC Wimbledon","Premier league",0.25,-2.179404,53.002668
"474","Ramadan Sobhi","Stoke City UK","Ahly","Premier league",4.25,29.9971815,31.2424331,"Stoke City UK","Ahly","Premier league",4.25,-2.179404,53.002668
"475","Steven Pienaar","Sunderland UK","Everton","Premier league",0,-93.702428,37.3425477,"Sunderland UK","Everton","Premier league",0,-1.383801,54.906869
"476","Patrick McNair","Sunderland UK","Manchester Utd.","Premier league",4.46,-118.3425748,33.9600196,"Sunderland UK","Manchester Utd.","Premier league",4.46,-1.383801,54.906869
"477","Donald Love","Sunderland UK","Man Utd U23","Premier league",0.978,-118.4120366,33.9597525,"Sunderland UK","Man Utd U23","Premier league",0.978,-1.383801,54.906869
"478","Papy Djilobodji","Sunderland UK","Chelsea","Premier league",8.08,-71.0328284,42.3917638,"Sunderland UK","Chelsea","Premier league",8.08,-1.383801,54.906869
"479","Didier Ndong","Sunderland UK","FC Lorient","Premier league",17,NA,NA,"Sunderland UK","FC Lorient","Premier league",17,-1.383801,54.906869
"480","Änis Ben-Hatira","SV Darmstadt  Germany","E. Frankfurt","Bundesliga",0,8.6821267,50.1109221,"SV Darmstadt  Germany","E. Frankfurt","Bundesliga",0,8.927711,50.108607
"481","Victor Obinna","SV Darmstadt  Germany","MSV Duisburg","Bundesliga",0,NA,NA,"SV Darmstadt  Germany","MSV Duisburg","Bundesliga",0,8.927711,50.108607
"482","Roman Bezjak","SV Darmstadt  Germany","HNK Rijeka","Bundesliga",1.7,14.4019282,45.3479003,"SV Darmstadt  Germany","HNK Rijeka","Bundesliga",1.7,8.927711,50.108607
"483","Denys Oliynyk","SV Darmstadt  Germany","Vitesse","Bundesliga",0,137.7577072,34.7298543,"SV Darmstadt  Germany","Vitesse","Bundesliga",0,8.927711,50.108607
"484","Artem Fedetsky","SV Darmstadt  Germany","Dnipro","Bundesliga",0,35.046183,48.464717,"SV Darmstadt  Germany","Dnipro","Bundesliga",0,8.927711,50.108607
"485","Immanuel Höhn","SV Darmstadt  Germany","SC Freiburg","Bundesliga",0.638,8.274477,48.084436,"SV Darmstadt  Germany","SC Freiburg","Bundesliga",0.638,8.927711,50.108607
"486","Borja Bastón","Swansea UK","Atlético Madrid","Premier league",15.3,-3.7423397,40.3757325,"Swansea UK","Atlético Madrid","Premier league",15.3,-3.943646,51.62144
"487","Mike van der Hoorn","Swansea UK","AFC Ajax","Premier league",2.13,NA,NA,"Swansea UK","AFC Ajax","Premier league",2.13,-3.943646,51.62144
"488","Leroy Fer","Swansea UK","QPR","Premier league",4.76,-8.4052158,53.8761086,"Swansea UK","QPR","Premier league",4.76,-3.943646,51.62144
"489","Fernando Llorente","Swansea UK","Sevilla FC","Premier league",5.02,-109.9259886,27.4907255,"Swansea UK","Sevilla FC","Premier league",5.02,-3.943646,51.62144
"490","Alfie Mawson","Swansea UK","Barnsley FC","Premier league",5.02,NA,NA,"Swansea UK","Barnsley FC","Premier league",5.02,-3.943646,51.62144
"491","Sasa Lukic","Torino Italy","Partizan","Serie A",1.28,131.9594688,43.6917713,"Torino Italy","Partizan","Serie A",1.28,7.6868565,45.070312
"492","Luca Rossettini","Torino Italy","Bologna","Serie A",1.7,11.3426163,44.494887,"Torino Italy","Bologna","Serie A",1.7,7.6868565,45.070312
"493","Arlind Ajeti","Torino Italy","Frosinone","Serie A",0,13.3426341,41.6396009,"Torino Italy","Frosinone","Serie A",0,7.6868565,45.070312
"494","Lorenzo De Silvestri","Torino Italy","Sampdoria","Serie A",3.06,-100.7169119,20.0188739,"Torino Italy","Sampdoria","Serie A",3.06,7.6868565,45.070312
"495","Mirko Valdifiori","Torino Italy","SSC Napoli","Serie A",2.98,NA,NA,"Torino Italy","SSC Napoli","Serie A",2.98,7.6868565,45.070312
"496","Adem Ljajic","Torino Italy","AS Roma","Serie A",7.23,-58.5214952,-34.6284822,"Torino Italy","AS Roma","Serie A",7.23,7.6868565,45.070312
"497","Samuel Gustafson","Torino Italy","BK Häcken","Serie A",0.425,NA,NA,"Torino Italy","BK Häcken","Serie A",0.425,7.6868565,45.070312
"498","Lucas Boyé","Torino Italy","River Plate","Serie A",0,-56.741207,-35.1944557,"Torino Italy","River Plate","Serie A",0,7.6868565,45.070312
"499","Panagiotis Tachtsidis","Torino Italy","Genoa","Serie A",1.11,8.946256,44.4056499,"Torino Italy","Genoa","Serie A",1.11,7.6868565,45.070312
"500","Christopher Jullien","Toulouse France","SC Freiburg","Ligue 1",2.38,8.274477,48.084436,"Toulouse France","SC Freiburg","Ligue 1",2.38,1.444209,43.604652
"501","Jimmy Durmaz","Toulouse France","Olympiacos","Ligue 1",1.7,NA,NA,"Toulouse France","Olympiacos","Ligue 1",1.7,1.444209,43.604652
"502","Ola Toivonen","Toulouse France","Rennes","Ligue 1",1.28,-1.6777926,48.117266,"Toulouse France","Rennes","Ligue 1",1.28,1.444209,43.604652
"503","Jessy Pi","Toulouse France","Monaco","Ligue 1",0.595,7.4246158,43.7384176,"Toulouse France","Monaco","Ligue 1",0.595,1.444209,43.604652
"504","Sandro Wagner","Hoffenheim Germany","SV Darmstadt 98","Bundesliga",2.38,8.927711,50.108607,"Hoffenheim Germany","SV Darmstadt 98","Bundesliga",2.38,8.8429961,49.2728471
"505","Lukas Rupp","Hoffenheim Germany","VfB Stuttgart","Bundesliga",4.25,NA,NA,"Hoffenheim Germany","VfB Stuttgart","Bundesliga",4.25,8.8429961,49.2728471
"506","Kerem Demirbay","Hoffenheim Germany","Hamburger SV","Bundesliga",1.45,16.3378572,57.6027778,"Hoffenheim Germany","Hamburger SV","Bundesliga",1.45,8.8429961,49.2728471
"507","Kevin Vogt","Hoffenheim Germany","1. FC Köln","Bundesliga",2.55,NA,NA,"Hoffenheim Germany","1. FC Köln","Bundesliga",2.55,8.8429961,49.2728471
"508","Andrej Kramaric","Hoffenheim Germany","Leicester","Bundesliga",8.5,-1.1397592,52.6368778,"Hoffenheim Germany","Leicester","Bundesliga",8.5,8.8429961,49.2728471
"509","Marco Terrazzino","Hoffenheim Germany","VfL Bochum","Bundesliga",0,NA,NA,"Hoffenheim Germany","VfL Bochum","Bundesliga",0,8.8429961,49.2728471
"510","Benjamin Hübner","Hoffenheim Germany","FC Ingolstadt","Bundesliga",0.68,11.4257541,48.7665351,"Hoffenheim Germany","FC Ingolstadt","Bundesliga",0.68,8.8429961,49.2728471
"511","Hélder Lopes","UD Las Palmas Spain","Paços Ferreira","La Liga",0,-8.2211022,42.1299821,"UD Las Palmas Spain","Paços Ferreira","La Liga",0,28.100462,-15.456771
"512","Kevin-Prince Boateng","UD Las Palmas Spain","AC Milan","La Liga",0,6.2230139,50.7654394,"UD Las Palmas Spain","AC Milan","La Liga",0,28.100462,-15.456771
"513","Marko Livaja","UD Las Palmas Spain","Rubin Kazan","La Liga",0,49.0875913,55.8502192,"UD Las Palmas Spain","Rubin Kazan","La Liga",0,28.100462,-15.456771
"514","Mateo García","UD Las Palmas Spain","Instituto AC Cordoba II","La Liga",0.34,NA,NA,"UD Las Palmas Spain","Instituto AC Cordoba II","La Liga",0.34,28.100462,-15.456771
"515","Mauricio Lemos","UD Las Palmas Spain","Rubin Kazan","La Liga",1.7,49.0875913,55.8502192,"UD Las Palmas Spain","Rubin Kazan","La Liga",1.7,28.100462,-15.456771
"516","Míchel","UD Las Palmas Spain","UD Almería","La Liga",0,-2.4637136,36.834047,"UD Las Palmas Spain","UD Almería","La Liga",0,28.100462,-15.456771
"517","Seko Fofana","Udinese Calcio Italy","Man City U23","Serie A",2.98,-90.2802175,38.6233669,"Udinese Calcio Italy","Man City U23","Serie A",2.98,13.2056341,46.0408771
"518","Gabriele Angella","Udinese Calcio Italy","Watford","Serie A",0,-0.39032,51.656489,"Udinese Calcio Italy","Watford","Serie A",0,13.2056341,46.0408771
"519","Hamdi Harbaoui","Udinese Calcio Italy","KSC Lokeren","Serie A",0,3.9940663,51.1023413,"Udinese Calcio Italy","KSC Lokeren","Serie A",0,13.2056341,46.0408771
"520","Rodrigo de Paul","Udinese Calcio Italy","Valencia CF","Serie A",2.55,-0.5104759,39.0643597,"Udinese Calcio Italy","Valencia CF","Serie A",2.55,13.2056341,46.0408771
"521","Ewandro","Udinese Calcio Italy","São Paulo","Serie A",2.55,-46.6333094,-23.5505199,"Udinese Calcio Italy","São Paulo","Serie A",2.55,13.2056341,46.0408771
"522","Stipe Perica","Udinese Calcio Italy","Chelsea","Serie A",3.4,-71.0328284,42.3917638,"Udinese Calcio Italy","Chelsea","Serie A",3.4,13.2056341,46.0408771
"523","Yrondu Musavu-King","Udinese Calcio Italy","Granada CF","Serie A",0,-3.0106774,36.7460566,"Udinese Calcio Italy","Granada CF","Serie A",0,13.2056341,46.0408771
"524","Haitam Aleesami","FC Palermo Italy","IFK Göteborg","Serie A",1.02,NA,NA,"FC Palermo Italy","IFK Göteborg","Serie A",1.02,12.4181018,44.1047981
"525","Bruno Henrique","FC Palermo Italy","Corinthians","Serie A",2.81,-121.7174504,40.5618791,"FC Palermo Italy","Corinthians","Serie A",2.81,12.4181018,44.1047981
"526","Slobodan Rajkovic","FC Palermo Italy","SV Darmstadt 98","Serie A",1.28,8.927711,50.108607,"FC Palermo Italy","SV Darmstadt 98","Serie A",1.28,12.4181018,44.1047981
"527","Alessandro Diamanti","FC Palermo Italy","GZ Evergrande","Serie A",0,113.3271346,23.1265915,"FC Palermo Italy","GZ Evergrande","Serie A",0,12.4181018,44.1047981
"528","Alessandro Gazzi","FC Palermo Italy","Torino","Serie A",0.595,7.6868565,45.070312,"FC Palermo Italy","Torino","Serie A",0.595,12.4181018,44.1047981
"529","Ilija Nestorovski","FC Palermo Italy","Inter Zapresic","Serie A",0.425,NA,NA,"FC Palermo Italy","Inter Zapresic","Serie A",0.425,12.4181018,44.1047981
"530","Nani","Valencia CF Spain","Fenerbahce","La Liga",7.23,24.4447587,36.7252955,"Valencia CF Spain","Fenerbahce","La Liga",7.23,-0.5104759,39.0643597
"531","Ezequiel Garay","Valencia CF Spain","Zenit S-Pb","La Liga",20.4,75.8253215,30.9258866,"Valencia CF Spain","Zenit S-Pb","La Liga",20.4,-0.5104759,39.0643597
"532","Álvaro Medrán","Valencia CF Spain","Real Madrid","La Liga",1.28,-99.136043,19.2932645,"Valencia CF Spain","Real Madrid","La Liga",1.28,-0.5104759,39.0643597
"533","Martín Montoya","Valencia CF Spain","FC Barcelona","La Liga",0,2.1178229,41.3806915,"Valencia CF Spain","FC Barcelona","La Liga",0,-0.5104759,39.0643597
"534","Josip Brekalo","VfL Wolfsburg Germany","Dinamo Zagreb","Bundesliga",5.1,16.1163926,45.7062291,"VfL Wolfsburg Germany","Dinamo Zagreb","Bundesliga",5.1,10.7979685,52.4257066
"535","Yannick Gerhardt","VfL Wolfsburg Germany","1. FC Köln","Bundesliga",11.05,NA,NA,"VfL Wolfsburg Germany","1. FC Köln","Bundesliga",11.05,10.7979685,52.4257066
"536","Jeffrey Bruma","VfL Wolfsburg Germany","PSV Eindhoven","Bundesliga",9.78,5.4660837,51.4432096,"VfL Wolfsburg Germany","PSV Eindhoven","Bundesliga",9.78,10.7979685,52.4257066
"537","Jakub Blaszczykowski","VfL Wolfsburg Germany","Bor. Dortmund","Bundesliga",4.25,7.3714033,51.4918469,"VfL Wolfsburg Germany","Bor. Dortmund","Bundesliga",4.25,10.7979685,52.4257066
"538","Daniel Didavi","VfL Wolfsburg Germany","VfB Stuttgart","Bundesliga",0,NA,NA,"VfL Wolfsburg Germany","VfB Stuttgart","Bundesliga",0,10.7979685,52.4257066
"539","Josuha Guilavogui","VfL Wolfsburg Germany","Atlético Madrid","Bundesliga",2.55,-3.7423397,40.3757325,"VfL Wolfsburg Germany","Atlético Madrid","Bundesliga",2.55,10.7979685,52.4257066
"540","Victor Osimhen","VfL Wolfsburg Germany","Ult. Strikers","Bundesliga",2.98,NA,NA,"VfL Wolfsburg Germany","Ult. Strikers","Bundesliga",2.98,10.7979685,52.4257066
"541","Mario Gómez","VfL Wolfsburg Germany","Fiorentina","Bundesliga",5.95,10.5355882,42.9636137,"VfL Wolfsburg Germany","Fiorentina","Bundesliga",5.95,10.7979685,52.4257066
"542","Alfred N'Diaye","Villarreal CF Spain","Real Betis","La Liga",6.8,-103.4456539,20.7908698,"Villarreal CF Spain","Real Betis","La Liga",6.8,-0.1165001,39.9391986
"543","Álvaro González","Villarreal CF Spain","Espanyol","La Liga",3.4,2.641692,39.6293694,"Villarreal CF Spain","Espanyol","La Liga",3.4,-0.1165001,39.9391986
"544","Roberto Soriano","Villarreal CF Spain","Sampdoria","La Liga",11.99,-100.7169119,20.0188739,"Villarreal CF Spain","Sampdoria","La Liga",11.99,-0.1165001,39.9391986
"545","Alexandre Pato","Villarreal CF Spain","Corinthians","La Liga",2.55,-121.7174504,40.5618791,"Villarreal CF Spain","Corinthians","La Liga",2.55,-0.1165001,39.9391986
"546","Nicola Sansone","Villarreal CF Spain","Sassuolo","La Liga",11.05,10.7847741,44.54433,"Villarreal CF Spain","Sassuolo","La Liga",11.05,-0.1165001,39.9391986
"547","Cristian Espinoza","Villarreal CF Spain","CA Huracán","La Liga",6.12,-115.5627772,32.6306838,"Villarreal CF Spain","CA Huracán","La Liga",6.12,-0.1165001,39.9391986
"548","Denis Cheryshev","Villarreal CF Spain","Real Madrid","La Liga",5.95,-99.136043,19.2932645,"Villarreal CF Spain","Real Madrid","La Liga",5.95,-0.1165001,39.9391986
"549","Brice Dja Djedjé","Watford UK","Marseille","Premier league",3.06,5.36978,43.296482,"Watford UK","Marseille","Premier league",3.06,-0.39032,51.656489
"550","Isaac Success","Watford UK","Granada CF","Premier league",12.75,-3.0106774,36.7460566,"Watford UK","Granada CF","Premier league",12.75,-0.39032,51.656489
"551","Younès Kaboul","Watford UK","Sunderland","Premier league",3.4,-1.383801,54.906869,"Watford UK","Sunderland","Premier league",3.4,-0.39032,51.656489
"552","Daryl Janmaat","Watford UK","Newcastle","Premier league",7.57,-1.61778,54.978252,"Watford UK","Newcastle","Premier league",7.57,-0.39032,51.656489
"553","Stefano Okaka","Watford UK","RSC Anderlecht","Premier league",5.1,NA,NA,"Watford UK","RSC Anderlecht","Premier league",5.1,-0.39032,51.656489
"554","Christian Kabasele","Watford UK","KRC Genk","Premier league",5.91,5.5021,50.96613,"Watford UK","KRC Genk","Premier league",5.91,-0.39032,51.656489
"555","Jerome Sinclair","Watford UK","Liverpool U23","Premier league",0,-81.5040171,38.8991063,"Watford UK","Liverpool U23","Premier league",0,-0.39032,51.656489
"556","Adrian Mariappa","Watford UK","Crystal Palace","Premier league",0,-80.0032,40.4398,"Watford UK","Crystal Palace","Premier league",0,-0.39032,51.656489
"557","Sven Kums","Watford UK","KAA Gent","Premier league",8.5,NA,NA,"Watford UK","KAA Gent","Premier league",8.5,-0.39032,51.656489
"558","Roberto Pereyra","Watford UK","Juventus","Premier league",11.05,-100.363932,25.733185,"Watford UK","Juventus","Premier league",11.05,-0.39032,51.656489
"559","Thanos Petsos","Werder Bremen Germany","Rapid Vienna","Bundesliga",0,-103.5459068,44.0382334,"Werder Bremen Germany","Rapid Vienna","Bundesliga",0,8.809285,53.0696545
"560","Lamine Sané","Werder Bremen Germany","G. Bordeaux","Bundesliga",0,-0.57918,44.837789,"Werder Bremen Germany","G. Bordeaux","Bundesliga",0,8.809285,53.0696545
"561","Serge Gnabry","Werder Bremen Germany","Arsenal","Bundesliga",4.25,-98.496595,29.4148437,"Werder Bremen Germany","Arsenal","Bundesliga",4.25,8.809285,53.0696545
"562","Justin Eilers","Werder Bremen Germany","Dynamo Dresden","Bundesliga",0,NA,NA,"Werder Bremen Germany","Dynamo Dresden","Bundesliga",0,8.809285,53.0696545
"563","Florian Kainz","Werder Bremen Germany","Rapid Vienna","Bundesliga",2.98,-103.5459068,44.0382334,"Werder Bremen Germany","Rapid Vienna","Bundesliga",2.98,8.809285,53.0696545
"564","Max Kruse","Werder Bremen Germany","VfL Wolfsburg","Bundesliga",6.38,10.7979685,52.4257066,"Werder Bremen Germany","VfL Wolfsburg","Bundesliga",6.38,8.809285,53.0696545
"565","Lennart Thy","Werder Bremen Germany","FC St. Pauli","Bundesliga",0,NA,NA,"Werder Bremen Germany","FC St. Pauli","Bundesliga",0,8.809285,53.0696545
"566","Fallou Diagne","Werder Bremen Germany","Rennes","Bundesliga",1.28,-1.6777926,48.117266,"Werder Bremen Germany","Rennes","Bundesliga",1.28,8.809285,53.0696545
"567","Niklas Moisander","Werder Bremen Germany","Sampdoria","Bundesliga",1.53,-100.7169119,20.0188739,"Werder Bremen Germany","Sampdoria","Bundesliga",1.53,8.809285,53.0696545
"568","Robert Bauer","Werder Bremen Germany","FC Ingolstadt","Bundesliga",2.13,11.4257541,48.7665351,"Werder Bremen Germany","FC Ingolstadt","Bundesliga",2.13,8.809285,53.0696545
"569","Thomas Delaney","Werder Bremen Germany","FC Copenhagen","Bundesliga",1.7,12.1765189,55.4563854,"Werder Bremen Germany","FC Copenhagen","Bundesliga",1.7,8.809285,53.0696545
"570","Nacer Chadli","West Brom UK","Spurs","Premier league",12.92,-109.30151,35.1709339,"West Brom UK","Spurs","Premier league",12.92,-1.995159,52.517664
"571","Matt Phillips","West Brom UK","QPR","Premier league",5.53,-8.4052158,53.8761086,"West Brom UK","QPR","Premier league",5.53,-1.995159,52.517664
"572","Hal Robson-Kanu","West Brom UK","Reading","Premier league",0,-75.9268747,40.3356483,"West Brom UK","Reading","Premier league",0,-1.995159,52.517664
"573","Allan Nyom","West Brom UK","Watford","Premier league",4,-0.39032,51.656489,"West Brom UK","Watford","Premier league",4,-1.995159,52.517664
"574","Álvaro Arbeloa","West Ham UK","Real Madrid","Premier league",0,-99.136043,19.2932645,"West Ham UK","Real Madrid","Premier league",0,0.014525,51.538265
"575","André Ayew","West Ham UK","Swansea","Premier league",20.49,-3.943646,51.62144,"West Ham UK","Swansea","Premier league",20.49,0.014525,51.538265
"576","Sofiane Feghouli","West Ham UK","Valencia CF","Premier league",0,-0.5104759,39.0643597,"West Ham UK","Valencia CF","Premier league",0,0.014525,51.538265
"577","Ashley Fletcher","West Ham UK","Man Utd U23","Premier league",0,-118.4120366,33.9597525,"West Ham UK","Man Utd U23","Premier league",0,0.014525,51.538265
"578","Manuel Lanzini","West Ham UK","Al-Jazira","Premier league",10.2,35.8028306,31.7049999,"West Ham UK","Al-Jazira","Premier league",10.2,0.014525,51.538265
"579","Edimilson Fernandes","West Ham UK","FC Sion","Premier league",5.44,-6.5030396,53.3655799,"West Ham UK","FC Sion","Premier league",5.44,0.014525,51.538265
"580","Havard Nordtveit","West Ham UK","Bor. M'gladbach","Premier league",0,NA,NA,"West Ham UK","Bor. M'gladbach","Premier league",0,0.014525,51.538265
"581","Arthur Masuaku","West Ham UK","Olympiacos","Premier league",6.04,NA,NA,"West Ham UK","Olympiacos","Premier league",6.04,0.014525,51.538265
